id,name_ja,name_zh,name_en,type,damage_class,power,accuracy,priority,pp,description_ja,description_zh,description_en,effect_ja,effect_zh,effect_en,learned_by_pokemon,type_id
469,ワイドガード,广域防守,wide-guard,rock,status,,,3,10,味方全員に　当たる　攻撃を １ターンの　間　防ぐ。,在１回合内防住 击打我方全员的攻击。,The user and its allies are protected from wide-ranging attacks for one turn.,,,"Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.  This move cannot be selected by assist or metronome.",71,6
470,ガードシェア,防守平分,guard-split,psychic,status,,,0,10,超能力で　自分と　相手の 防御と　特防を　たして 半分に　わける。,利用超能力将自己和对手的 防御和特防相加， 再进行平分。,The user employs its psychic power to average its Defense and Sp. Def stats with those of the target.,,,Averages the user’s unmodified Defense with the target’s unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.,28,14
471,パワーシェア,力量平分,power-split,psychic,status,,,0,10,超能力で　自分と　相手の 攻撃と　特攻を　たして 半分に　わける。,利用超能力将自己和对手的 攻击和特攻相加， 再进行平分。,The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target.,,,"Averages the user’s unmodified Attack with the target’s unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified Special Attack is averaged the same way.  This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as flower gift during sunny day.",26,14
472,ワンダールーム,奇妙空间,wonder-room,psychic,status,,,0,10,まか不思議な　空間を　つくる。 ５ターンのあいだ　すべてのポケモンの 防御と　特防が　入れ替わる。,制造出离奇的空间。 在５回合内互换 所有宝可梦的防御和特防。,The user creates a bizarre area in which Pokémon's Defense and Sp. Def stats are swapped for five turns.,,,"For five turns (including this one), every Pokémon’s Defense and Special Defense are swapped.",126,14
473,サイコショック,精神冲击,psyshock,psychic,special,80,100,0,10,不思議な　念波を　実体化して 相手を　攻撃する。 物理的な　ダメージを　与える。,将神奇的念波实体化攻击对手。 给予物理伤害。,The user materializes an odd psychic wave to attack the target. This move deals physical damage.,,,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.",165,14
474,ベノムショック,毒液冲击,venoshock,poison,special,65,100,0,10,特殊な　毒液を　浴びせかける。 毒状態の　相手には 威力が　２倍に　なる。,将特殊的毒液泼向对手。 对处于中毒状态的对手， 威力会变成２倍。,The user drenches the target in a special poisonous liquid. This move's power is doubled if the target is poisoned.,,,"Inflicts regular damage.  If the target is poisoned, this move has double power.",133,4
475,ボディパージ,身体轻量化,autotomize,steel,status,,,0,15,体の　ムダな　部分を　削る。 自分の　素早さを　ぐーんと　あげて 体重も　軽くなる。,削掉身体上没用的部分。 大幅提高自己的速度， 同时体重也会变轻。,The user sheds part of its body to make itself lighter and sharply raise its Speed stat.,,,Raises the user’s Speed by two stages.  Halves the user’s weight; this effect does not stack.,44,9
476,いかりのこな,愤怒粉,rage-powder,bug,status,,,2,20,イライラさせる　粉を　自分に ふりかけて　注意を　ひく。　相手の 攻撃を　すべて　自分に　むける。,将令人烦躁的粉末撒在自己身上， 用以吸引对手的注意。 使对手的攻击全部指向自己。,The user scatters a cloud of irritating powder to draw attention to itself. Opposing Pokémon aim only at the user.,,,"Until the end of this turn, any moves that opposing Pokémon target solely at the user’s ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.  This effect takes priority over lightning rod and storm drain.  If the user’s ally switches out, opposing Pokémon may still hit it with pursuit.  This move cannot be selected by assist or metronome.",20,7
477,テレキネシス,意念移物,telekinesis,psychic,status,,,0,15,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,"For three turns (including this one), moves used against the target have 100% accuracy, but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.  This effect is removed by gravity.  If Gravity is already in effect, this move will fail.",202,14
478,マジックルーム,魔法空间,magic-room,psychic,status,,,0,10,まか不思議な　空間を　つくる。 ５ターンの間　すべてのポケモンの 道具の　効果が　なくなる。,制造出离奇的空间。 在５回合内所有宝可梦 携带道具的效果都会消失。,The user creates a bizarre area in which Pokémon's held items lose their effects for five turns.,,,"For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items.",84,14
479,うちおとす,击落,smack-down,rock,physical,50,100,0,15,石や　弾を　投げて　飛んでいる 相手を　攻撃する。　相手は うち落とされて　地面に　落ちる。,扔石头或炮弹， 攻击飞行的对手。 对手会被击落，掉到地面。,"The user throws a stone or similar projectile to attack the target. If the target is in the air, it will be knocked down to the ground.",,,"Inflicts regular damage.  Removes the target’s immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target’s flying type to be ignored when it takes Ground damage.  If the target isn’t immune to Ground damage, this move will fail.  This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly.",186,6
480,やまあらし,山岚摔,storm-throw,fighting,physical,60,100,0,10,強烈な　一撃を 相手に　くりだす。攻撃は 必ず　急所に　当たる。,向对手使出强烈的一击。 攻击必定会击中要害。,The user strikes the target with a fierce blow. This attack always results in a critical hit.,,,Inflicts regular damage.  Always scores a critical hit.,4,2
481,はじけるほのお,烈焰溅射,flame-burst,fire,special,70,100,0,15,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,"Inflicts regular damage.  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max HP.",31,10
482,ヘドロウェーブ,污泥波,sludge-wave,poison,special,95,100,0,10,ヘドロの　波で　自分の 周りに　いるものを　攻撃する。 毒状態に　することが　ある。,用污泥波攻击 自己周围所有的宝可梦。 有时会陷入中毒状态。,The user strikes everything around it by swamping the area with a giant sludge wave. This may also poison those it hits.,,,Inflicts regular damage.  Has a 10% chance to poison the target.,112,4
483,ちょうのまい,蝶舞,quiver-dance,bug,status,,,0,20,神秘的で　美しい　舞を 軽やかに　おどる。　自分の　特攻と 特防と　素早さを　あげる。,轻巧地跳起神秘而又美丽的舞蹈。 提高自己的特攻、特防和速度。,"The user lightly performs a beautiful, mystic dance. This boosts the user's Sp. Atk, Sp. Def, and Speed stats.",,,"Raises the user’s Special Attack, Special Defense, and Speed by one stage each.",22,7
484,ヘビーボンバー,重磅冲撞,heavy-slam,steel,physical,,100,0,10,重たい　体で　相手に　ぶつかって 攻撃する。　自分が　相手より 重いほど　威力が　あがる。,用沉重的身体撞向对手进行攻击。 自己比对手越重，威力越大。,"The user slams into the target with its heavy body. The more the user outweighs the target, the greater the move's power.",,,"Inflicts regular damage.  The greater the user’s weight compared to the target’s, the higher power this move has, to a maximum of 120.  User’s weight                    | Power -------------------------------- | ----: Up to 2× the target’s weight     |    40 Up to 3× the target’s weight     |    60 Up to 4× the target’s weight     |    80 Up to 5× the target’s weight     |   100 More than 5× the target’s weight |   120 ",144,9
485,シンクロノイズ,同步干扰,synchronoise,psychic,special,120,100,0,10,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.  Only Pokémon that share a type with the user will take damage from this move.,22,14
486,エレキボール,电球,electro-ball,electric,special,,100,0,10,電気の　塊を　相手に ぶつける。相手より　素早さが 速いほど　威力が　あがる。,用电气团撞向对手。 自己比对手速度越快， 威力越大。,"The user hurls an electric orb at the target. The faster the user is than the target, the greater the move's power.",,,"Inflicts regular damage.  The greater the user’s Speed compared to the target’s, the higher power this move has, to a maximum of 150.  User’s Speed                     | Power -------------------------------- | ----: Up to 2× the target’s Speed      |    60 Up to 3× the target’s Speed      |    80 Up to 4× the target’s Speed      |   120 More than 4× the target’s Speed  |   150 ",107,13
487,みずびたし,浸水,soak,water,status,,100,0,20,たくさんの　水を　浴びせかけて 相手を　みずタイプに　する。,将大量的水泼向对手， 从而使其变成水属性。,The user shoots a torrent of water that changes the target's type to Water.,,,"Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will fail.",48,11
488,ニトロチャージ,蓄能焰袭,flame-charge,fire,physical,50,100,0,20,炎を　まとい　相手を　攻撃する。 力を　ためて　自分の 素早さを　あげる。,让火焰覆盖全身，攻击对手。 积蓄力量并提高自己的速度。,"Cloaking itself in flame, the user attacks the target. Then, building up momentum, the user boosts its Speed stat.",,,Inflicts regular damage.  Raises the user’s Speed by one stage.,116,10
489,とぐろをまく,盘蜷,coil,poison,status,,,0,20,とぐろを　まいて　集中する。 自分の　攻撃と　防御と 命中率を　あげる。,盘蜷着集中精神。 提高自己的攻击、防御和命中率。,The user coils up and concentrates. This boosts its Attack and Defense stats as well as its accuracy.,,,"Raises the user’s Attack, Defense, and accuracy by one stage each.",25,4
490,ローキック,下盘踢,low-sweep,fighting,physical,65,100,0,20,素早い　動きで　相手の　足を ねらって　攻撃する。 相手の　素早さを　さげる。,以敏捷的动作瞄准 对手的脚进行攻击。 降低对手的速度。,"The user makes a swift attack on the target's legs, which lowers the target's Speed stat.",,,Lowers the target’s Speed by one stage.,170,2
491,アシッドボム,酸液炸弹,acid-spray,poison,special,40,100,0,20,相手を　とかす　液体を 吐きだして　攻撃する。 相手の　特防を　がくっと　さげる。,喷出能溶化对手的液体进行攻击。 大幅降低对手的特防。,The user attacks by spitting fluid that works to melt the target. This also harshly lowers the target's Sp. Def stat.,,,Inflicts regular damage.  Lowers the target’s Special Defense by two stages.,95,4
492,イカサマ,欺诈,foul-play,dark,physical,95,100,0,15,相手の　力を　利用する。 戦っている　相手の　攻撃が 高いほど　ダメージが　あがる。,利用对手的力量进行攻击。 正和自己战斗的对手， 其攻击越高，伤害越大。,"The user turns the target's strength against it. The higher the target's Attack stat, the greater the damage this move inflicts.",,,Inflicts regular damage.  Damage is calculated using the target’s attacking stat rather than the user’s.,198,17
493,シンプルビーム,单纯光束,simple-beam,normal,status,,100,0,15,なぞの　念波を　相手に　送る。 念波を　受けとった　相手は 特性が　たんじゅんに　なる。,向对手发送谜之念波。 接收到念波的对手， 其特性会变为单纯。,The user emits a mysterious psychic wave that changes the target's Ability to Simple.,,,Changes the target’s ability to simple.,16,1
494,なかまづくり,找伙伴,entrainment,normal,status,,100,0,15,不思議な　リズムで　おどる。 動きを　まねさせて　自分と　相手の 特性を　同じに　する。,用神奇的节奏跳舞。 使对手模仿自己的动作， 从而将特性变成一样。,"The user dances with an odd rhythm that compels the target to mimic it, making the target's Ability the same as the user's.",,,Changes the target’s ability to match the user’s.  This effect ends when the target leaves battle.,34,1
495,おさきにどうぞ,您先请,after-you,normal,status,,,0,15,相手の　行動を　サポートして 自分の　行動の　あとに 続けて　動けるように　する。,支援我方或对手的行动， 使其紧接着此招式之后行动。,The user helps the target and makes it use its move right after the user.,,,"The target will act next this turn, regardless of Speed or move priority. If the target has already acted this turn, this move will fail.",118,1
496,りんしょう,轮唱,round,normal,special,60,100,0,15,歌で　相手を　攻撃する。 みんなで　輪唱すると　続けて だすことが　でき　威力も　あがる。,用歌声攻击对手。 同伴还可以接着使出轮唱招式， 威力也会提高。,"The user attacks the target with a song. If others use this move, they will act immediately after the initial user, and the power of their Rounds will be boosted.",,,"Inflicts regular damage.  If round has already been used this turn, this move’s power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual.",1068,1
497,エコーボイス,回声,echoed-voice,normal,special,40,100,0,15,響く　声で　相手を　攻撃する。 毎ターン　だれかが　技を 使い続けると　威力が　あがる。,用回声攻击对手。 如果每回合都有宝可梦接着 使用该招式，威力就会提高。,"The user attacks the target with an echoing voice. If this move is used consecutively by any Pokémon, its power is boosted.",,,"Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use’s power is added to this move’s power, to a maximum of 200.",270,1
498,なしくずし,逐步击破,chip-away,normal,physical,70,100,0,20,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.",44,1
499,クリアスモッグ,清除之烟,clear-smog,poison,special,50,,0,15,特殊な　泥の　塊を 相手に　投げつけて　攻撃する。 能力変化を　もとに　もどす。,向对手投掷 特殊的泥块进行攻击。 使其能力变回原点。,The user attacks the target by throwing a clump of special mud. All stat changes are eliminated.,,,Inflicts regular damage.  All of the target’s stat modifiers are reset to zero.,39,4
500,アシストパワー,辅助力量,stored-power,psychic,special,20,100,0,10,蓄積された　パワーで　相手を 攻撃する。自分の　能力が あがっているほど　威力が　あがる。,用蓄积起来的力量攻击对手。 自己的能力提高得越多， 威力就越大。,"The user attacks the target with stored power. The more the user's stats are boosted, the greater the move's power.",,,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user’s stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move’s power.  For a Pokémon with all five stats modified to +6, this move’s power is 31×.",173,14
501,ファストガード,快速防守,quick-guard,fighting,status,,,3,15,自分と　味方を　相手の 先制攻撃から　守る。,守护自己和同伴， 以防对手的先制攻击。,The user protects itself and its allies from priority moves.,,,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.  This move cannot be selected by assist or metronome.",64,2
502,サイドチェンジ,交换场地,ally-switch,psychic,status,,,2,15,不思議な　力で　テレポートして 自分と　味方の　居場所を 入れ替える。,用神奇的力量瞬间移动， 互换自己和同伴所在的位置。,The user teleports using a strange power and switches places with one of its allies. This move's chance of failing rises if it is used in succession.,,,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail.",212,14
503,ねっとう,热水,scald,water,special,80,100,0,15,熱く　煮えたぎる　水を 相手に　発射して　攻撃する。 やけど状態に　することが　ある。,向对手喷射 煮得翻滚的开水进行攻击。 有时会让对手陷入灼伤状态。,The user attacks by shooting boiling hot water at the target. This may also leave the target with a burn.,,,Inflicts regular damage.  Has a 30% chance to burn the target.,171,11
504,からをやぶる,破壳,shell-smash,normal,status,,,0,15,殻を　やぶって　自分の　防御 特防を　さげるが　攻撃　特攻 素早さを　ぐーんと　あげる。,打破外壳， 降低自己的防御和特防， 但大幅提高攻击、特攻和速度。,"The user breaks its shell, which lowers its Defense and Sp. Def stats but sharply boosts its Attack, Sp. Atk, and Speed stats.",,,"Raises the user’s Attack, Special Attack, and Speed by two stages each.  Lowers the user’s Defense and Special Defense by one stage each.",40,1
505,いやしのはどう,治愈波动,heal-pulse,psychic,status,,,0,10,いやしのはどうを　とばして 最大ＨＰの　半分 相手の　ＨＰを　回復する。,放出治愈波动， 从而回复对手 最大ＨＰ的一半。,The user emits a healing pulse that restores the target's HP by up to half its max HP.,,,Heals the target for half its max HP.,48,14
506,たたりめ,祸不单行,hex,ghost,special,65,100,0,10,たたみかける　ように　攻撃する。 状態異常の　相手に 大きな　ダメージを　与える。,接二连三地进行攻击。 对处于异常状态的对手 给予较大的伤害。,This relentless attack does massive damage to a target affected by status conditions.,,,"Inflicts regular damage.  If the target has a major status ailment, this move has double power.",155,8
507,フリーフォール,自由落体,sky-drop,flying,physical,60,100,0,10,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,"Inflicts regular damage.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.  If the target is flying-type, this move will function as normal but inflict no damage.  gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.  The damage from hail and sandstorm still applies during this effect.  Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard.  This move cannot be used while gravity is in effect.  This move cannot be selected by sleep talk.  *Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it.",29,3
508,ギアチェンジ,换档,shift-gear,steel,status,,,0,10,歯車を　回して 自分の　攻撃を　あげる　だけでなく 素早さも　ぐーんと　あげる。,转动齿轮， 不仅提高自己的攻击， 还会大幅提高速度。,"The user rotates its gears, boosting its Attack stat and sharply boosting its Speed stat.",,,Raises the user’s Attack by one stage and its Speed by two stages.,8,9
509,ともえなげ,巴投,circle-throw,fighting,physical,60,90,-6,10,相手を　投げとばして 控えの　ポケモンを　ひきずりだす。 野生の　場合は　戦闘が　終わる。,扔飞对手，强制拉后备宝可梦上场。 如果对手为野生宝可梦， 战斗将直接结束。,"The target is thrown, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",,,"Inflicts regular damage, then switches the target out for another of its trainer’s Pokémon, selected at random.  If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",12,2
510,やきつくす,烧尽,incinerate,fire,special,60,100,0,15,炎で　相手を　攻撃する。 相手が　きのみなどを　持っているとき 燃やして　使えなくする。,用火焰攻击对手。 对手携带树果等时， 会烧掉，使其不能使用。,"The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable.",,,"Inflicts regular damage.  If the target is holding a berry, it’s destroyed and cannot be used in response to this move.",218,10
511,さきおくり,延后,quash,dark,status,,100,0,15,相手を　おさえつけて 行動の　順番を 最後に　する。,压制对手， 从而将其行动顺序放到最后。,The user suppresses the target and makes its move go last.,,,"Forces the target to act last this turn, regardless of Speed or move priority.  If the target has already acted this turn, this move will fail.",46,17
512,アクロバット,杂技,acrobatics,flying,physical,55,100,0,15,軽やかに　相手を　攻撃する。 自分が　道具を　持っていないとき 大きな　ダメージを　与える。,轻巧地攻击对手。 自己没有携带道具时， 会给予较大的伤害。,The user nimbly strikes the target. This attack does massive damage if the user isn't holding an item.,,,"Inflicts regular damage.  If the user has no held item, this move has double power.",224,3
513,ミラータイプ,镜面属性,reflect-type,normal,status,,,0,15,相手の　タイプを　反射して 自分も　同じ　タイプに　なる。,反射对手的属性， 让自己也变成一样的属性。,The user reflects the target's type to become the same type as the target.,,,User’s type changes to match the target’s.,15,1
514,かたきうち,报仇,retaliate,normal,physical,70,100,0,5,倒れた　味方の　かたきを　討つ。 前の　ターンに　味方が 倒されていると　威力が　あがる。,为倒下的同伴报仇。 如果上一回合有同伴倒下， 威力就会提高。,The user takes revenge for a fainted ally. This move's power is boosted if an ally fainted in the previous turn.,,,"Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power.",244,1
515,いのちがけ,搏命,final-gambit,fighting,special,,100,0,5,命懸けで　相手を　攻撃する。 自分は　ひんしに　なるが　相手に ＨＰ分の　ダメージを　与える。,拼命攻击对手。 虽然自己陷入濒死，但会给予对手 和自己目前ＨＰ等量的伤害。,The user risks everything to attack the target. The user faints but inflicts damage equal to its own HP.,,,Inflicts damage equal to the user’s remaining HP.  User faints.,30,2
516,ギフトパス,传递礼物,bestow,normal,status,,,0,15,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,"Transfers the user’s held item to the target.  If the user has no held item, or the target already has a held item, this move will fail.",25,1
517,れんごく,炼狱,inferno,fire,special,100,50,0,5,激しい　炎で 相手を　包みこみ　攻撃する。 やけど状態に　する。,用烈焰包裹住对手进行攻击。 让对手陷入灼伤状态。,The user attacks by engulfing the target in an intense fire. This leaves the target with a burn.,,,Inflicts regular damage.  Has a 100% chance to burn the target.,26,10
518,みずのちかい,水之誓约,water-pledge,water,special,80,100,0,10,水の柱で　攻撃する。 ほのおと　組みあわせると　威力が あがって　空に　にじが　かかる。,用水柱进行攻击。 如果和火组合，威力就会提高， 天空中会挂上彩虹。,"A column of water hits the target. When used with its fire counterpart, this move's power is boosted and a rainbow appears.",,,"Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).",36,11
519,ほのおのちかい,火之誓约,fire-pledge,fire,special,80,100,0,10,炎の柱で　攻撃する。 くさと　組みあわせると　威力が あがって　周りが　火の海に　なる。,用火柱进行攻击。 如果和草组合，威力就会提高， 周围会变成火海。,"A column of fire hits the target. When used with its grass counterpart, this move's power is boosted and a vast sea of fire appears.",,,"Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).",35,10
520,くさのちかい,草之誓约,grass-pledge,grass,special,80,100,0,10,草の柱で　攻撃する。 みずと　組みあわせると　威力が あがって　あたりが　湿原に　なる。,用草柱进行攻击。 如果和水组合，威力就会提高， 周围会变成湿地。,"A column of grass hits the target. When used with its water counterpart, this move's power is boosted and a vast swamp appears.",,,"Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).",34,12
521,ボルトチェンジ,伏特替换,volt-switch,electric,special,70,100,0,20,攻撃したあと ものすごい　スピードで　もどってきて 控えポケモンと　入れ替わる。,在攻击之后急速返回， 和后备宝可梦进行替换。,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",,,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user’s trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.  The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.  This move may be used even if the user is under the effect of ingrain.  ingrain’s effect will end.",112,13
522,むしのていこう,虫之抵抗,struggle-bug,bug,special,50,100,0,20,抵抗して　相手を　攻撃する。 相手の　特攻を　さげる。,抵抗并攻击对手。 降低对手的特攻。,The user attacks by struggling against opposing Pokémon. This also lowers their Sp. Atk stats.,,,Inflicts regular damage.  Has a 100% chance to lower the target’s Special Attack by one stage.,95,7
523,じならし,重踏,bulldoze,ground,physical,60,100,0,20,地面を　踏みならして　自分の 周りに　いるものを　攻撃する。 相手の　素早さを　さげる。,用力踩踏地面并攻击 自己周围所有的宝可梦。 降低对方的速度。,The user strikes everything around it by stomping down on the ground. This lowers the Speed stats of those hit.,,,Inflicts regular damage.  Has a 100% chance to lower the target’s Speed by one stage.,446,5
524,こおりのいぶき,冰息,frost-breath,ice,special,60,90,0,10,冷たい　息を 相手に　吹きつけて　攻撃する。 必ず　急所に　当たる。,将冰冷的气息 吹向对手进行攻击。 必定会击中要害。,The user attacks by blowing its cold breath on the target. This move always lands a critical hit.,,,Inflicts regular damage.  Always scores a critical hit.,43,15
525,ドラゴンテール,龙尾,dragon-tail,dragon,physical,60,90,-6,10,相手を　はじきとばして 控えの　ポケモンを　ひきずりだす。 野生の　場合は　戦闘が　終わる。,弹飞对手，强制拉后备宝可梦上场。 如果对手为野生宝可梦， 战斗将直接结束。,"The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",,,"Inflicts regular damage, then switches the target out for another of its trainer’s Pokémon, selected at random.  If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",140,16
526,ふるいたてる,自我激励,work-up,normal,status,,,0,30,自分を　奮いたてて 攻撃と　特攻を　あげる。,激励自己， 从而提高攻击和特攻。,"The user is roused, and its Attack and Sp. Atk stats are boosted.",,,Raises the user’s Attack and Special Attack by one stage each.,343,1
527,エレキネット,电网,electroweb,electric,special,55,95,0,15,電気の　ネットで 相手を　捕まえて　攻撃する。 相手の　素早さを　さげる。,用电网捉住对手进行攻击。 降低对手的速度。,The user captures opposing Pokémon in an electric net to inflict damage. This also lowers their Speed stats.,,,Lowers the target’s Speed by one stage.,123,13
528,ワイルドボルト,疯狂伏特,wild-charge,electric,physical,90,100,0,15,電気を　まとって 相手に　ぶつかって　攻撃する。 自分も　少し　ダメージを　受ける。,让电流覆盖全身， 撞向对手进行攻击。 自己也会受到少许伤害。,The user shrouds itself in electricity and smashes into its target. This also damages the user a little.,,,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,186,13
529,ドリルライナー,直冲钻,drill-run,ground,physical,80,95,0,10,ドリルのように　体を　回転しながら 相手に　体当たりする。 急所に　当たりやすい。,像钢钻一样，一边旋转身体 一边撞击对手。 容易击中要害。,The user crashes into the target while rotating its body like a drill. This move has a heightened chance of landing a critical hit.,,,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,54,5
530,ダブルチョップ,二连劈,dual-chop,dragon,physical,40,90,0,15,体の　硬い部分で　相手を たたいて　攻撃する。 ２回連続で　ダメージを　与える。,用身体坚硬的部分 拍打对手进行攻击。 连续２次给予伤害。,The user attacks its target by hitting it with brutal strikes. The target is hit twice in a row.,,,Inflicts regular damage.  Hits twice in one turn.,74,16
531,ハートスタンプ,爱心印章,heart-stamp,psychic,physical,60,100,0,25,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.  Has a 30% chance to make the target flinch.,6,14
532,ウッドホーン,木角,horn-leech,grass,physical,75,100,0,10,つのを　突き刺して　相手の　養分を 吸い取る。　与えた　ダメージの 半分の　ＨＰを　回復できる。,将角刺入，吸取对手的养分。 可以回复给予对手 伤害的一半ＨＰ。,The user drains the target's energy with its horns. The user's HP is restored by up to half the damage taken by the target.,,,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,11,12
533,せいなるつるぎ,圣剑,sacred-sword,fighting,physical,90,100,0,15,長い　つので　切りつけ　攻撃する。 相手の　能力変化に 関係なく　ダメージを　与える。,用长角切斩对手进行攻击。 无视对手的能力变化， 直接给予伤害。,The user attacks by slicing with a sword. The target's stat changes don't affect the damage inflicted by this move.,,,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.",20,2
534,シェルブレード,贝壳刃,razor-shell,water,physical,75,95,0,10,鋭い　貝殻で　切りつけて 攻撃する。　相手の　防御を さげることが　ある。,用锋利的贝壳切斩 对手进行攻击。 有时会降低对手的防御。,The user cuts the target with sharp shells to inflict damage. This may also lower the target's Defense stat.,,,Inflicts regular damage.  Has a 50% chance to lower the target’s Defense by one stage.,22,11
535,ヒートスタンプ,高温重压,heat-crash,fire,physical,,100,0,10,燃える　体で　相手に　ぶつかって 攻撃する。　自分が　相手より 重いほど　威力が　あがる。,用燃烧的身体撞向对手进行攻击。 自己比对手越重，威力越大。,"The user slams into the target with its flame-covered body. The more the user outweighs the target, the greater the move's power.",,,"Inflicts regular damage.  The greater the user’s weight compared to the target’s, the higher power this move has, to a maximum of 120.  User’s weight                    | Power -------------------------------- | ----: Up to 2× the target’s weight     |    40 Up to 3× the target’s weight     |    60 Up to 4× the target’s weight     |    80 Up to 5× the target’s weight     |   100 More than 5× the target’s weight |   120 ",47,10
