name,category,page_count,call_count
种子,unknown,7,7
宝可梦列表/剑盾,unknown,7,7
伽勒爾‎,unknown,7,7
巢穴导航,unknown,7,7
不可思议的玉,unknown,7,7
蓝蒂尔,unknown,7,7
钥匙,unknown,7,7
甜点,unknown,7,7
诱饵模组,unknown,7,7
Dex0026,unknown,7,7
Dex0093,unknown,7,7
宝可梦列表/朱紫,unknown,7,7
預告提示,unknown,7,7
Dex0138,unknown,7,7
地点信息框/Sleep,unknown,7,7
粘糕,unknown,7,7
篩選/屬性,unknown,7,7
PTCG版本导航/泰印尼超级进化系列,unknown,7,7
Cfmx_Item,unknown,6,333
Acorn,unknown,6,243
拍组/type,unknown,6,50
TRETTApm,unknown,6,43
引号,unknown,6,42
52W,unknown,6,22
招式效果/烟幕,semantic,6,21
大赛对决表,unknown,6,18
PTTP,unknown,6,15
动画原画add,unknown,6,15
"訓練家寶可夢
<!--|main=yes-->",unknown,6,12
TRETTAtrainer,unknown,6,11
Dex0004,unknown,6,7
Dex0125,unknown,6,7
招式/强制替换,unknown,6,6
招式/爆炸類,unknown,6,6
第七世代招式学习器,unknown,6,6
小光的寶可夢,unknown,6,6
筛选/属性,unknown,6,6
:{{PAGENAME}}/第八世代招式表,unknown,6,6
合众四天王,unknown,6,6
小茂的宝可梦,unknown,6,6
艾莉絲的寶可夢,unknown,6,6
第四世代開拓頭腦,unknown,6,6
小遥的宝可梦,unknown,6,6
小刚的寶可夢,unknown,6,6
搭档训练家列表,unknown,6,6
神奇寶貝百科卡牌工程,unknown,6,6
PTCG/能量卡分类,unknown,6,6
克丽丝塔儿的宝可梦,unknown,6,6
关都四天王,unknown,6,6
Dex0249,unknown,6,6
神奇寶貝百科道具工程,unknown,6,6
宝可梦世界锦标赛,unknown,6,6
过时,unknown,6,6
羽毛,unknown,6,6
华丽大赛分类,unknown,6,6
海洋隊,unknown,6,6
登场人物信息框/主角,unknown,6,6
衝衝隊,unknown,6,6
睡姿图鉴/主技能/幫手支援,unknown,6,6
杰可罗拉群岛,unknown,6,6
Pkmnlist/base/e,unknown,6,6
宝可梦特别篇章節信息框,unknown,6,6
閃焰隊,unknown,6,6
谨慎阅读,unknown,6,6
时暗空地图,unknown,6,6
睡姿图鉴/主技能/揮指,unknown,6,6
嘉門泰島,unknown,6,6
GO人物,unknown,6,6
邪恶組織,unknown,6,6
Dex0137,unknown,6,6
格拉吉欧的宝可梦,unknown,6,6
世界宝藏,unknown,6,6
PTCG/额外规则,unknown,6,6
Dex0113,unknown,6,6
Dex0082,unknown,6,6
Dex0081,unknown,6,6
莉可的宝可梦,unknown,6,6
罗伊的宝可梦,unknown,6,6
Dex0123,unknown,6,6
Dex0146,unknown,6,6
Dex0144,unknown,6,6
Dex0172,unknown,6,6
卡牌信息/TSend,unknown,6,6
闊星公司,unknown,6,6
拍檔石盤/學院集訓,unknown,6,6
PPMRS,unknown,6,6
来电伍,unknown,6,6
捕捉/entryZAM,unknown,5,2401
Hexlist/8,unknown,5,2323
睡姿列表/营地/row/睡姿,unknown,5,1153
招式列表/华丽大赛,unknown,5,718
任务信息,unknown,5,411
睡姿列表/营地/row,unknown,5,322
地下通道交换,unknown,5,175
寶可糖,unknown,5,75
CfmxStar,unknown,5,42
Stardust,unknown,5,38
睡姿列表/营地/header,unknown,5,22
睡姿列表/营地/footer,unknown,5,22
TFGAttackbox/Moves,unknown,5,17
地下通道交换/h,unknown,5,15
PH,unknown,5,11
Imagelabel/h,unknown,5,10
Imagelabel/f,unknown,5,10
Pkmn,unknown,5,8
赤青地图,unknown,5,6
Dex0059,unknown,5,6
Dex0101,unknown,5,6
捕捉/headerZAM,unknown,5,6
捕捉/footerZAM,unknown,5,6
招式/反射类招式,unknown,5,5
招式/複製類招式,unknown,5,5
特性/护幕,unknown,5,5
米拉特的宝可梦,unknown,5,5
招式效果/能力取代,semantic,5,5
神奥四天王,unknown,5,5
等離子隊,unknown,5,5
PTCG版本导航/韩文太阳·月亮系列,unknown,5,5
狩猎地带,unknown,5,5
城都四天王,unknown,5,5
Dex0130,unknown,5,5
豐緣四天王,unknown,5,5
Dex0120,unknown,5,5
宝可梦钻石・珍珠篇角色,unknown,5,5
对战开拓区（第四世代）,unknown,5,5
跨世代傳送工具,unknown,5,5
小建的宝可梦,unknown,5,5
招式列表/华丽大赛/head,unknown,5,5
招式列表/华丽大赛/foot,unknown,5,5
熔岩隊,unknown,5,5
探险寻宝招式/header,unknown,5,5
探险寻宝招式/main,unknown,5,5
宝可公园Wii信息框,unknown,5,5
形象/不可思议迷宫,unknown,5,5
睡姿图鉴/主技能/樹果遽增,unknown,5,5
卡洛斯四天王,unknown,5,5
头巾,unknown,5,5
华依的宝可梦,unknown,5,5
奪取隊,unknown,5,5
来源,unknown,5,5
小刚的宝可梦,unknown,5,5
贵重道具/不可思议迷宫,unknown,5,5
训练家卡信息/header/FLARE,unknown,5,5
快盜！寶可夢７角色,unknown,5,5
Dex0013,unknown,5,5
Dex0014,unknown,5,5
Dex0114,unknown,5,5
Learnlist/tutor6null,unknown,5,5
呐喊队,unknown,5,5
ＺＡ登峰战∞,unknown,5,5
训练家类型,unknown,5,5
玩偶信息框/Footer,unknown,5,5
TFGAttackbox,unknown,5,5
TFGAttackbox/Footer,unknown,5,5
Dex0058,unknown,5,5
能量卡信息/header/IR,unknown,5,5
小语种卡牌,unknown,5,5
I-Fairuse-tcg,unknown,5,5
地点信息框/大集结,unknown,5,5
Dex0001,unknown,5,5
PTCG/额外卡,unknown,5,5
PTCG/推荐牌组,unknown,5,5
Dex0068,unknown,5,5
Dex0035,unknown,5,5
Dex0107,unknown,5,5
Dex0067,unknown,5,5
Dex0126,unknown,5,5
Dex0007,unknown,5,5
Dex0095,unknown,5,5
Learnlist/tm9null,unknown,5,5
蓝莓四天王,unknown,5,5
探梦队,unknown,5,5
Dex0052,unknown,5,5
Dex0133,unknown,5,5
Dex0075,unknown,5,5
Dex0132,unknown,5,5
Dex0149,unknown,5,5
Dex0156,unknown,5,5
Dex0124,unknown,5,5
Dex0039,unknown,5,5
Dex0206,unknown,5,5
MezastarSetInfobox,unknown,5,5
鏽蝕組,unknown,5,5
PPMDP,unknown,5,5
多麗米亞四天王,unknown,5,5
预告提示,unknown,5,5
Champions角色,unknown,5,5
InteractiveMap/location,unknown,4,3256
Hexlist/9,unknown,4,3097
InteractiveMap/entry,unknown,4,1842
InteractiveMap/img,unknown,4,1036
文字,unknown,4,705
集结招式类型,unknown,4,604
Movelist/tm/gen6,infobox,4,567
活动赠送宝可梦列表,unknown,4,469
Movelist/masters,infobox,4,421
InteractiveMap/pkm,unknown,4,419
Mezastar卡匣列表/entry‎,unknown,4,280
游戏NPC交换/main,unknown,4,272
鑽石,unknown,4,210
宝可消消乐舞台/事件舞台/分组,unknown,4,119
推荐牌组/1,unknown,4,72
Learnset/tutorno,unknown,4,64
Overlay,unknown,4,60
篩選,unknown,4,54
InteractiveMap/header,unknown,4,48
InteractiveMap/footer,unknown,4,48
GO火箭隊/隊伍,unknown,4,34
三只组对战,unknown,4,33
游戏NPC交换/header,unknown,4,31
游戏NPC交换/footer,unknown,4,31
GO/Season,unknown,4,22
User,unknown,4,16
招式效果/进攻力和防守力,semantic,4,15
活动赠送宝可梦列表/h,unknown,4,14
繪圖Type,unknown,4,13
LP,unknown,4,13
招式效果/冻伤,semantic,4,12
招式效果/碎片,semantic,4,12
招式效果/热衷,semantic,4,12
招式效果/多种异常,semantic,4,10
拍组,unknown,4,8
种族值/Gen2,unknown,4,7
GO/Season/header,unknown,4,7
JA,unknown,4,6
神奥地图,unknown,4,5
Dex0005,unknown,4,5
Dex0038,unknown,4,5
Dex0060,unknown,4,5
Dex0100,unknown,4,5
Dex0062,unknown,4,5
Dex0048,unknown,4,5
招式效果/退场,semantic,4,4
招式效果/一击必杀,semantic,4,4
招式/对手的ＨＰ减半,unknown,4,4
招式/识破类招式,unknown,4,4
招式/亲密度影响,unknown,4,4
招式/万众瞩目,unknown,4,4
第六世代招式学习器,unknown,4,4
招式/空间招式,unknown,4,4
Template:树果/不可思议迷宫,unknown,4,4
地区,unknown,4,4
对战奖励影响道具,unknown,4,4
小霞的寶可夢,unknown,4,4
PTCG版本导航/韩文朱&紫系列,unknown,4,4
宝可梦卡牌岛,unknown,4,4
宝可梦特别篇篇章信息框,unknown,4,4
阿罗拉岛屿之王和岛屿女王,unknown,4,4
Dex0131,unknown,4,4
Dex0121,unknown,4,4
怀得的宝可梦,unknown,4,4
PTCG/特殊卡,unknown,4,4
Dex0085,unknown,4,4
钓竿,unknown,4,4
神奧,unknown,4,4
Dex0115,unknown,4,4
黑次的宝可梦,unknown,4,4
寶可夢彈珠臺信息框,unknown,4,4
益智方块信息框,unknown,4,4
菜單導航,unknown,4,4
卡带,unknown,4,4
對戰女城主,unknown,4,4
拍档组合训练家,unknown,4,4
招式/仅活动赠送,unknown,4,4
街机联动电子玩具,unknown,4,4
神奇寶貝百科漫画工程,unknown,4,4
衝衝队,unknown,4,4
大家的大乱战地点,unknown,4,4
Dex0061,unknown,4,4
宝可梦绘图方块/main‎,unknown,4,4
Dex0011,unknown,4,4
卡奇的寶可夢,unknown,4,4
究極調查隊‎,unknown,4,4
Dex0037,unknown,4,4
琉石,unknown,4,4
Dex0141,unknown,4,4
马洛科蒙集團,unknown,4,4
玩偶信息框,unknown,4,4
Dex0084,unknown,4,4
神奇寶貝百科游戏工程,unknown,4,4
进化道具/不可思议迷宫,unknown,4,4
大集结朮语,unknown,4,4
Dex0002,unknown,4,4
Dex0010,unknown,4,4
銀杏商會,unknown,4,4
松竹梅,unknown,4,4
奋斗等级道具,unknown,4,4
InteractiveMap/bottom,unknown,4,4
Dex0065,unknown,4,4
InteractiveMap/top,unknown,4,4
Dex0087,unknown,4,4
Dex0086,unknown,4,4
Dex0008,unknown,4,4
Dex0092,unknown,4,4
Dex0109,unknown,4,4
Dex0066,unknown,4,4
帕底亞四天王,unknown,4,4
神秘卡片/3,unknown,4,4
E卡信息/游戏,unknown,4,4
版本資料切換/卡洛斯,unknown,4,4
小点的宝可梦,unknown,4,4
探夢隊,unknown,4,4
Dex0047,unknown,4,4
Dex0049,unknown,4,4
Dex0105,unknown,4,4
Dex0040,unknown,4,4
Dex0042,unknown,4,4
Dex0139,unknown,4,4
Dex0094,unknown,4,4
Dex0074,unknown,4,4
Dex0191,unknown,4,4
Dex0153,unknown,4,4
Dex0155,unknown,4,4
Dex0158,unknown,4,4
Dex0159,unknown,4,4
Dex0160,unknown,4,4
Dex0180,unknown,4,4
Dex0244,unknown,4,4
Dex0248,unknown,4,4
Dex0212,unknown,4,4
Sticky table start,unknown,4,4
Sticky table end,unknown,4,4
正义社,unknown,4,4
CfmxOrder,unknown,3,1278
Odex,unknown,3,588
奖牌/entry,unknown,3,583
Gocoslist,unknown,3,486
华丽现场大赛招式说明,unknown,3,383
活动赠送道具列表,unknown,3,381
华丽大赛招式说明,unknown,3,360
GO團體戰約會,unknown,3,320
Adex,unknown,3,305
Trlist,unknown,3,300
武将之力,unknown,3,246
Ruby,unknown,3,245
Fdex,unknown,3,239
Pokopiatag,unknown,3,197
Imagelabel,unknown,3,154
城镇描述,unknown,3,122
昵称,unknown,3,122
主题牌组/起始卡组100/header,unknown,3,102
FriendaList/entry,unknown,3,75
DuelAttack,unknown,3,45
Shopitem/tm,unknown,3,35
网飞按钮,unknown,3,33
扩充片,unknown,3,18
簡繁,unknown,3,17
捕捉/entry3a,unknown,3,12
DuelAttack/Header,unknown,3,10
隊伍/mainT,unknown,3,10
招式效果/瞌睡,semantic,3,9
招式效果/解睡,semantic,3,9
REVISIONDAY,unknown,3,9
金幣‎,unknown,3,9
对战金币,unknown,3,7
城镇描述/h,unknown,3,6
招式效果/无视能力,semantic,3,6
活動贈送寶可夢,unknown,3,6
Gocoslist/h,unknown,3,6
Gocoslist/f,unknown,3,6
PCS,unknown,3,6
招式效果/平分,semantic,3,5
时暗空配角信息框,unknown,3,5
Dex0012,unknown,3,5
Dex0009,unknown,3,5
丰缘地图,unknown,3,4
BY-NC-SA,unknown,3,4
宝可梦绘图方块/main,unknown,3,4
Dex0110,unknown,3,4
DuelZMove,unknown,3,4
Dex0064,unknown,3,4
Dex0027,unknown,3,4
Dex0136,unknown,3,4
Dex0122,unknown,3,4
Dex0143,unknown,3,4
Dex0106,unknown,3,4
招式效果/飞膝踢,semantic,3,3
招式/没有效果,unknown,3,3
第五世代招式学习器,unknown,3,3
招式效果/识破,semantic,3,3
招式/ＨＰ越少威力越小,unknown,3,3
招式效果/改变目标特性,semantic,3,3
招式效果/空间招式,semantic,3,3
特性效果/能力不会降低,semantic,3,3
特性/能力不会降低,unknown,3,3
城都地图,unknown,3,3
树果/不可思议迷宫,unknown,3,3
招式/合体招式,unknown,3,3
版本資料切換/神奧,unknown,3,3
卡牌,unknown,3,3
PTCG版本导航/韩文剑&盾系列,unknown,3,3
地區信息框,unknown,3,3
招式相关,unknown,3,3
道具效果/碎片,semantic,3,3
小光的宝可梦,unknown,3,3
Dex0226,unknown,3,3
Dex0250,unknown,3,3
Dex0643,unknown,3,3
海洋队,unknown,3,3
Dex0215,unknown,3,3
Dex0245,unknown,3,3
待確認,unknown,3,3
白慈的宝可梦,unknown,3,3
豐緣,unknown,3,3
邪惡組織,unknown,3,3
寶可夢綁架隊,unknown,3,3
跨世代传送工具,unknown,3,3
I-Fairuse-anime,unknown,3,3
睡姿图鉴/主技能/帮手加速,unknown,3,3
近似道具,unknown,3,3
益智方塊人物,unknown,3,3
语言切换,unknown,3,3
空探特殊剧情信息框,unknown,3,3
空探特殊剧情列表,unknown,3,3
Template:火箭队,unknown,3,3
Dex0184,unknown,3,3
Dex0019,unknown,3,3
骷髅队,unknown,3,3
模板:招式/场地影响,unknown,3,3
昇陽的宝可梦,unknown,3,3
主機信息框,unknown,3,3
動畫專屬節日祭典,unknown,3,3
环镯,unknown,3,3
救助队信息框,unknown,3,3
收服教學人,unknown,3,3
马洛科蒙集团,unknown,3,3
动画专属节日祭典,unknown,3,3
破壞隊,unknown,3,3
伽勒爾地區道館館主,unknown,3,3
戰棋信息框,unknown,3,3
食物,unknown,3,3
小春的宝可梦,unknown,3,3
机关箱,unknown,3,3
Dex0077,unknown,3,3
阿塞萝拉的宝可梦,unknown,3,3
Dex0129,unknown,3,3
PTCG/传递卡,unknown,3,3
Dex0032,unknown,3,3
Dex0063,unknown,3,3
Dex0051,unknown,3,3
Dex0033,unknown,3,3
Dex0020,unknown,3,3
Dex0050,unknown,3,3
Learnlist/prevo9null,unknown,3,3
Dex0046,unknown,3,3
Dex0030,unknown,3,3
Dex0103,unknown,3,3
Dex0135,unknown,3,3
Dex0104,unknown,3,3
Dex0021,unknown,3,3
Dex0142,unknown,3,3
Dex0041,unknown,3,3
Dex0055,unknown,3,3
Dex0073,unknown,3,3
Dex0117,unknown,3,3
Dex0079,unknown,3,3
Dex0028,unknown,3,3
Dex0152,unknown,3,3
Dex0187,unknown,3,3
Dex0213,unknown,3,3
Dex0157,unknown,3,3
Dex0183,unknown,3,3
Dex0194,unknown,3,3
Dex0198,unknown,3,3
Dex0220,unknown,3,3
Dex0221,unknown,3,3
Dex0170,unknown,3,3
Dex0179,unknown,3,3
Dex0171,unknown,3,3
Dex0181,unknown,3,3
Dex0203,unknown,3,3
Dex0199,unknown,3,3
Dex0185,unknown,3,3
面具,unknown,3,3
神奇宝贝百科音樂工程,unknown,3,3
Dex0234,unknown,3,3
Dex0205,unknown,3,3
Dex0227,unknown,3,3
Dex0175,unknown,3,3
Dex0247,unknown,3,3
Dex0228,unknown,3,3
Dex0229,unknown,3,3
Dex0217,unknown,3,3
Dex0251,unknown,3,3
Dex0223,unknown,3,3
Dex0169,unknown,3,3
Dex0134,unknown,3,3
PTCGP术语,unknown,3,3
PTCG版本导航/超级进化系列繁中,unknown,3,3
乌鲁特的宝可梦,unknown,3,3
PF術語,unknown,3,3
宝可梦列表/ZA,unknown,3,3
任务导航/ZA,unknown,3,3
超Z队,unknown,3,3
Pokelist/zh-hant,unknown,2,1612
Pokelist/catch,unknown,2,1370
多译名列表2,unknown,2,1128
宝可消消乐舞台/事件舞台/重复,unknown,2,941
Rdex/J,unknown,2,467
活動贈送寶可夢列表,unknown,2,351
Movelist/glitch,infobox,2,339
家具,unknown,2,301
Hexlist/Decoration‎,unknown,2,261
E/m,unknown,2,182
MapLabel,unknown,2,121
Spr,unknown,2,110
错误招式信息框,unknown,2,104
TRETTA卡匣列表/entry‎,unknown,2,96
发明,unknown,2,78
Movelistheader/glitch,unknown,2,76
地点列表/header,unknown,2,70
超级华丽大赛招式说明,unknown,2,56
Shopmon,unknown,2,54
GO/N,unknown,2,54
Pgdexmepr,unknown,2,53
信长的野望武将属性,unknown,2,50
MS2,unknown,2,50
Matchlink,unknown,2,43
角色特寫,unknown,2,41
TRETTAType,unknown,2,36
CfmxOrder/header,unknown,2,33
Cfmx Item,unknown,2,32
Fig,unknown,2,28
SleepTypeColor,unknown,2,23
金幣,unknown,2,21
MastersSyncpair/terastal,unknown,2,21
Movelist/tm/dungeon/no,infobox,2,20
活動贈送寶可夢列表/h,unknown,2,12
Gender,unknown,2,11
Tcgzht,unknown,2,11
Rdexh/J,unknown,2,9
进化框/Setup,unknown,2,9
Cfrm/Outfits,unknown,2,9
Learnlist/event4,unknown,2,8
顏色顯示2,unknown,2,8
活動赠送宝可梦,unknown,2,8
歌詞,unknown,2,7
卡牌相關/main,unknown,2,6
Sup/s,unknown,2,5
游戏NPC交换/div,unknown,2,4
多译名列表2/h,unknown,2,4
合众地图,unknown,2,3
PTP,unknown,2,3
颜色显示2,unknown,2,3
Dex0017,unknown,2,3
Dex0016,unknown,2,3
太晶爆发,unknown,2,3
Dex0029,unknown,2,3
Dex0112,unknown,2,3
“大器晚成”的宝可梦,unknown,2,2
进化框/千针鱼,unknown,2,2
进化框/月月熊,unknown,2,2
进化框/土居忍士,unknown,2,2
进化框/结草儿,unknown,2,2
招式效果/伤害翻倍,semantic,2,2
招式效果/体重,semantic,2,2
招式/夺取物品,unknown,2,2
招式/下次攻击必中,unknown,2,2
招式效果/自身剩余HP,semantic,2,2
招式/ＨＰ越少威力越大,unknown,2,2
招式/至少留下1ＨＰ,unknown,2,2
招式效果/２回合后攻击,semantic,2,2
招式/２回合后攻击,unknown,2,2
招式效果/交换物品,semantic,2,2
第四世代招式学习器,unknown,2,2
NUMBEROFARTICLES,unknown,2,2
信长的野望武将属性/h,unknown,2,2
招式效果/体重比,semantic,2,2
招式效果/强制替换,semantic,2,2
宝可梦RéBURST角色,unknown,2,2
橘子群岛地图,unknown,2,2
招式学习器导航,unknown,2,2
卡牌相關/div,unknown,2,2
拍档石盘,unknown,2,2
拍档石盘/技术型2,unknown,2,2
克命爪,unknown,2,2
戴亞蒙德的寶可夢,unknown,2,2
普蘭汀娜的寶可夢,unknown,2,2
对战簡報/timeline,unknown,2,2
君莎的宝可梦,unknown,2,2
武将登场/元亲元就,unknown,2,2
神奇宝贝百科動畫工程,unknown,2,2
Dex0480,unknown,2,2
:小悠小遙/寶可夢,unknown,2,2
動畫地點信息框,unknown,2,2
莎莉娜的宝可梦,unknown,2,2
剧透結束,unknown,2,2
版本资料切换/卡洛斯,unknown,2,2
招式效果/属性变更,semantic,2,2
日语动画片头曲,unknown,2,2
日语动画片尾曲,unknown,2,2
Incomplete,unknown,2,2
小遙的寶可夢,unknown,2,2
莎莉娜的寶可夢,unknown,2,2
镜镜队,unknown,2,2
宝可梦岛地图,unknown,2,2
克麗絲塔兒的宝可梦,unknown,2,2
进化框/岩狗狗,unknown,2,2
软糖,unknown,2,2
版本資料切換/阿羅拉,unknown,2,2
瑪奧的寶可夢,unknown,2,2
圖鑑,unknown,2,2
莉莉艾的寶可夢,unknown,2,2
水蓮的寶可夢,unknown,2,2
马玛内的宝可梦,unknown,2,2
满月的宝可梦,unknown,2,2
顶尖協調訓練家,unknown,2,2
能量卡信息/header/Prism,unknown,2,2
相關企業,unknown,2,2
神奇寶貝百科旁支游戏工程,unknown,2,2
电电加速,unknown,2,2
飘飘坠落,unknown,2,2
熊熊火爆,unknown,2,2
哗哗气场,unknown,2,2
坏坏领域,unknown,2,2
茁茁轰炸,unknown,2,2
冰冰霜冻,unknown,2,2
亮亮风暴,unknown,2,2
來源,unknown,2,2
TFGAttackbox/Power,unknown,2,2
:宝可梦 剑／盾 扩展票新增宝可梦,unknown,2,2
Masters术语,unknown,2,2
神奇宝贝百科地點工程,unknown,2,2
:旷野地带新闻/默认,unknown,2,2
彈性分欄/d,unknown,2,2
官方攻略,unknown,2,2
巾着,unknown,2,2
非正式术語,unknown,2,2
Dex0173,unknown,2,2
PTCG/合能能量,unknown,2,2
拍档石盘/场地型,unknown,2,2
Dex0148,unknown,2,2
Dex0034,unknown,2,2
Dex0147,unknown,2,2
Dex0096,unknown,2,2
宝可梦信息框/形态,unknown,2,2
招式效果/不能连续使用,semantic,2,2
Dex0222,unknown,2,2
Dex0281,unknown,2,2
Dex0043,unknown,2,2
Dex0069,unknown,2,2
Dex0102,unknown,2,2
Dex0044,unknown,2,2
Dex0070,unknown,2,2
Dex0031,unknown,2,2
Dex0045,unknown,2,2
Dex0127,unknown,2,2
Dex0118,unknown,2,2
Dex0057,unknown,2,2
Dex0022,unknown,2,2
Dex0088,unknown,2,2
Dex0024,unknown,2,2
Dex0089,unknown,2,2
Dex0054,unknown,2,2
Dex0072,unknown,2,2
Dex0116,unknown,2,2
Dex0099,unknown,2,2
Dex0097,unknown,2,2
Dex0076,unknown,2,2
Dex0165,unknown,2,2
Dex0167,unknown,2,2
Dex0166,unknown,2,2
Dex0168,unknown,2,2
Dex0188,unknown,2,2
Dex0192,unknown,2,2
Dex0182,unknown,2,2
Dex0189,unknown,2,2
Dex0214,unknown,2,2
Dex0240,unknown,2,2
Dex0195,unknown,2,2
Dex0230,unknown,2,2
),unknown,2,2
(,unknown,2,2
MusicStreamingService/QQ音樂,unknown,2,2
REVISIONYEAR,unknown,2,2
REVISIONMONTH1,unknown,2,2
入场券,unknown,2,2
Dex0241,unknown,2,2
Dex0238,unknown,2,2
Dex0080,unknown,2,2
卡牌信息/GYMend,unknown,2,2
FriendaInfobox,unknown,2,2
FriendaData,unknown,2,2
Dex0231,unknown,2,2
Dex0232,unknown,2,2
Dex0161,unknown,2,2
Dex0163,unknown,2,2
Dex0209,unknown,2,2
Dex0164,unknown,2,2
Dex0190,unknown,2,2
Dex0176,unknown,2,2
Dex0197,unknown,2,2
Dex0246,unknown,2,2
Dex0237,unknown,2,2
Dex0216,unknown,2,2
Dex0204,unknown,2,2
Dex0235,unknown,2,2
Dex0174,unknown,2,2
Dex0243,unknown,2,2
Dex0233,unknown,2,2
Dex0218,unknown,2,2
Dex0211,unknown,2,2
Dex0200,unknown,2,2
Dex0219,unknown,2,2
Dex0224,unknown,2,2
Dex0242,unknown,2,2
GO社群日,unknown,2,2
Dex0288,unknown,2,2
Dex0384,unknown,2,2
Dex0350,unknown,2,2
來電伍,unknown,2,2
活动赠送宝可梦/Champ,unknown,2,2
被動技能,unknown,1,2074
動畫角色列表,unknown,1,1909
Researchtask,unknown,1,1611
Cfrm/order,unknown,1,1600
Rdexn/form,unknown,1,1522
尺寸/entry,unknown,1,1224
Tmlist,unknown,1,1187
Hexlist/7,unknown,1,1116
Rdexn/home,unknown,1,1101
Rdexn/mark,unknown,1,1099
Rdexn,unknown,1,1082
Pgdexn,unknown,1,1065
Pokelist/lang,unknown,1,1027
Pokelist/friend,unknown,1,1027
Rdexe,unknown,1,1025
Rdexnside,unknown,1,1025
Pokelist/egg,unknown,1,1025
Learnlist/collect,unknown,1,1025
Pokelist/internal,unknown,1,1025
Tour入場券/reward,unknown,1,994
消消乐图鉴列表,unknown,1,990
Pkmnlist/base/GO,unknown,1,940
Movelist/champ,infobox,1,920
Hexlist/6,unknown,1,786
形态变化列表,semantic,1,760
Pkmnlist/base/Masters,unknown,1,759
MastersTitle,unknown,1,701
Movelist/masters/sync,infobox,1,668
被動技能組,unknown,1,661
Movelist/masters/trainer,infobox,1,645
Hexlist/5,unknown,1,642
拍檔組合列表,unknown,1,624
Hexlist/4,unknown,1,537
Pgcd,unknown,1,537
Avail/sub,unknown,1,533
DPBP,unknown,1,531
Pkmnlist/perf,unknown,1,526
Tour入場券/entry,unknown,1,497
HOME奖牌,unknown,1,449
Pokelist/item,unknown,1,422
Pgdexsd,unknown,1,410
UniteStats,unknown,1,410
VexBSL,unknown,1,403
Hexlist/3,unknown,1,377
Movelist/gen/ex/za,infobox,1,340
特性列表,unknown,1,315
PokemonList/Pokopia,unknown,1,312
捕捉/entryhs-2,unknown,1,300
GO聚焦時刻,unknown,1,283
形态变化列表/d,semantic,1,274
出现宝可梦列表,unknown,1,273
Hexlist/2,unknown,1,256
Movelist/signature,infobox,1,246
Researchtask/h,unknown,1,242
Researchtask/f,unknown,1,242
TM Machine list,unknown,1,229
GOCHARGED,unknown,1,225
Pokelist/item/la‎‎,unknown,1,223
/row,unknown,1,218
HabitatList,unknown,1,213
友谊家具,unknown,1,206
Pokelist/pbrs,unknown,1,205
Movelist/masters/buddy,infobox,1,202
Ranseidex,unknown,1,200
Ranseibase,unknown,1,200
Indexlist/body1,unknown,1,190
Routelist,unknown,1,184
迷宫状态,unknown,1,181
跨進化,unknown,1,177
Pokelist/item2,unknown,1,168
消消乐能力列表,unknown,1,163
武将列表,unknown,1,163
Pokelist/pwalk,unknown,1,162
衬衫/main,unknown,1,157
Pkmnlist/base/1,unknown,1,151
Hexlist/1,unknown,1,144
VexPSRB,unknown,1,137
TCGP特效,unknown,1,137
Abilitylist/signature,unknown,1,129
纪念相片,unknown,1,127
Movelist/signature/former,infobox,1,119
奖章,unknown,1,117
性别差异,unknown,1,103
绘图方块奖牌列表,unknown,1,100
物品,unknown,1,100
Sleepcd,unknown,1,92
Abilitylist/signature/former,unknown,1,91
出战宝可梦列表/华丽大赛/bdsp,unknown,1,91
徽章,unknown,1,89
Movelist/masters/item,infobox,1,89
GOFAST,unknown,1,80
宝可消消乐舞台/事件舞台/简单版,unknown,1,78
宝可消消乐舞台/PR,unknown,1,75
GOEvent,unknown,1,72
Mezastar卡匣列表/entry,unknown,1,70
消消乐能力列表/超级进化,unknown,1,63
消消乐图鉴列表/超级进化,unknown,1,63
GOPVEBM,unknown,1,62
Pokecen,unknown,1,59
Gomaxdex,unknown,1,56
证章信息框,unknown,1,53
净化XD,unknown,1,50
Hgssphoto,unknown,1,43
工艺制作,unknown,1,43
Movelist/masters/max,infobox,1,42
MSP/ZA,infobox,1,42
An八大师,unknown,1,40
27队/队伍,unknown,1,40
VexM14,unknown,1,37
Held,unknown,1,35
活動贈送道具列表,unknown,1,25
GO極巨星期一,unknown,1,25
Rotate,unknown,1,23
闪卡,unknown,1,22
GO形象/性別差異,unknown,1,22
寶可夢貼圖信息框,unknown,1,20
Vdec,unknown,1,20
乱斗PM列表/main,unknown,1,19
任务卡,unknown,1,19
对战招式表XD,unknown,1,18
MezastarType,unknown,1,18
MdAuraBow,unknown,1,16
CfmxNewOrder/header,unknown,1,16
招式范围图示,infobox,1,16
動畫角色列表/h,unknown,1,14
招式對比/entry,unknown,1,14
对战九宫格信息框,unknown,1,13
EX體系,unknown,1,13
Tmlist/h,unknown,1,12
CfmxOrder/header/M,unknown,1,12
VexRB,unknown,1,12
VexTDS,unknown,1,12
Gcandy,unknown,1,12
Pgoicon,unknown,1,12
TCGP賽季勳章,unknown,1,12
徽章/h,unknown,1,10
兌換券,unknown,1,10
Stamina,unknown,1,10
捕捉/entry5a,unknown,1,9
/header,unknown,1,9
/footer,unknown,1,9
Pokelist/internal/header,unknown,1,9
捕捉/entryXD,unknown,1,9
