id,name_ja,name_zh,name_en,category,fling_power,fling_effect,description_ja,description_zh,description_en,image_path
1076,パラスのアメ,派拉斯的糖果,paras-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1077,コンパンのアメ,毛球的糖果,venonat-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1078,ディグダのアメ,地鼠的糖果,diglett-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1079,ニャースのアメ,喵喵的糖果,meowth-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1080,コダックのアメ,可达鸭的糖果,psyduck-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1081,マンキーのアメ,猴怪的糖果,mankey-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1082,ガーディのアメ,卡蒂狗的糖果,growlithe-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1083,ニョロモのアメ,蚊香蝌蚪的糖果,poliwag-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1084,ケーシィのアメ,凯西的糖果,abra-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1085,ワンリキーのアメ,腕力的糖果,machop-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1086,マダツボミのアメ,喇叭芽的糖果,bellsprout-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1087,メノクラゲのアメ,玛瑙水母的糖果,tentacool-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1088,イシツブテのアメ,小拳石的糖果,geodude-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1089,ポニータのアメ,小火马的糖果,ponyta-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1090,ヤドンのアメ,呆呆兽的糖果,slowpoke-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1091,コイルのアメ,小磁怪的糖果,magnemite-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1092,カモネギのアメ,大葱鸭的糖果,farfetchd-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1093,ドードーのアメ,嘟嘟的糖果,doduo-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1094,パウワウのアメ,小海狮的糖果,seel-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1095,ベトベターのアメ,臭泥的糖果,grimer-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1096,シェルダーのアメ,大舌贝的糖果,shellder-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1097,ゴースのアメ,鬼斯的糖果,gastly-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1098,イワークのアメ,大岩蛇的糖果,onix-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1099,スリープのアメ,催眠貘的糖果,drowzee-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1100,クラブのアメ,大钳蟹的糖果,krabby-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1101,ビリリダマのアメ,霹雳电球的糖果,voltorb-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1102,タマタマのアメ,蛋蛋的糖果,exeggcute-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1103,カラカラのアメ,卡拉卡拉的糖果,cubone-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1104,サワムラーのアメ,飞腿郎的糖果,hitmonlee-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1105,エビワラーのアメ,快拳郎的糖果,hitmonchan-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1106,ベロリンガのアメ,大舌头的糖果,lickitung-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1107,ドガースのアメ,瓦斯弹的糖果,koffing-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1108,サイホーンのアメ,独角犀牛的糖果,rhyhorn-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1109,ラッキーのアメ,吉利蛋的糖果,chansey-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1110,モンジャラのアメ,蔓藤怪的糖果,tangela-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1111,ガルーラのアメ,袋兽的糖果,kangaskhan-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1112,タッツーのアメ,墨海马的糖果,horsea-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1113,トサキントのアメ,角金鱼的糖果,goldeen-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1114,ヒトデマンのアメ,海星星的糖果,staryu-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1115,バリヤードのアメ,魔墙人偶的糖果,mr-mime-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1116,ストライクのアメ,飞天螳螂的糖果,scyther-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1117,ルージュラのアメ,迷唇姐的糖果,jynx-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1118,エレブーのアメ,电击兽的糖果,electabuzz-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1119,カイロスのアメ,凯罗斯的糖果,pinsir-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1120,ケンタロスのアメ,肯泰罗的糖果,tauros-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1121,コイキングのアメ,鲤鱼王的糖果,magikarp-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1122,ラプラスのアメ,拉普拉斯的糖果,lapras-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1123,メタモンのアメ,百变怪的糖果,ditto-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1124,イーブイのアメ,伊布的糖果,eevee-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1125,ポリゴンのアメ,多边兽的糖果,porygon-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1126,オムナイトのアメ,菊石兽的糖果,omanyte-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1127,カブトのアメ,化石盔的糖果,kabuto-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1128,プテラのアメ,化石翼龙的糖果,aerodactyl-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1129,カビゴンのアメ,卡比兽的糖果,snorlax-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1130,フリーザーのアメ,急冻鸟的糖果,articuno-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1131,サンダーのアメ,闪电鸟的糖果,zapdos-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1132,ファイヤーのアメ,火焰鸟的糖果,moltres-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1133,ミニリュウのアメ,迷你龙的糖果,dratini-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1134,ミュウツーのアメ,超梦的糖果,mewtwo-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1135,ミュウのアメ,梦幻的糖果,mew-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1136,メルタンのアメ,美录坦的糖果,meltan-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1137,ブーバーのアメ,鸭嘴火兽的糖果,magmar-candy,species-candies,,,エネルギーの　つまった　アメ。 特定の　ポケモンの　能力を すべて　上げる。,充满能量的糖果。 能让特定宝可梦的 所有能力上升。,"A candy that is packed with energy. When given to certain Pokémon, it will increase all their stats at once.",
1138,すいせんじょう,推荐函,endorsement,plot-advancement,,,ジムチャレンジ　という　大会に 参加　するための　すいせんじょう。,用于参加道馆挑战 这一大赛的推荐函。,A letter of recommendation that you’ll need in order to participate in the Gym Challenge.,
1139,ポケモンボックス,宝可梦盒,pokemon-box-link,gameplay,,,いつでも　ポケモンセンターの パソコンの　ボックスに　アクセスして ポケモンを　預けたり　引きだせる。,可以随时访问 宝可梦中心电脑里的盒子， 来寄放或领回需要的宝可梦。,A device that allows you to access the Pokémon storage system. There are some places where it won’t work.,
1140,ねがいぼし,许愿星,wishing-star,plot-advancement,,,ガラル地方で　みつかる　不思議な パワーを　秘めている　石。拾うと 願いが　叶うとも　いわれている。,这是一块在伽勒尔地区发现的 蕴含着神奇力量的石头。听说 捡到它的人能实现自己的愿望。,A stone found in the Galar region with a mysterious power. It’s said that your dreams come true if you find one.,
1141,ダイマックスＢ,极巨腕带,dynamax-band,plot-advancement,,,ねがいぼしが　組みこまれており パワースポットに　いると　光りだして ポケモンを　ダイマックス　させる。,内部嵌入了许愿星， 在能量点就会发出光芒， 使宝可梦极巨化。,A Wishing Star has been affixed to it. It lets out a light that allows Pokémon to Dynamax when at a Power Spot.,
1142,つりざお,钓竿,fishing-rod--galar,gameplay,,,水の　ある　場所で　使うと いろんな　ポケモンが　つれる。,在有水的地方使用， 就能钓到各种各样的宝可梦。,Use it by the water to fish up various kinds of Pokémon.,
1143,ロトムじてんしゃ,洛托姆自行车,rotom-bike,gameplay,,,ポケモンの　ロトムが モーターに　入ったことで ターボが　できるようになった　じてんしゃ。,宝可梦洛托姆潜入马达后， 这辆自行车变得可以 通过涡轮发动机加速了。,This bike can be combined with the Pokémon Rotom to use a turbo boost.,
1144,あらびきヴルスト,粗绞肉香肠,sausages,curry-ingredients,10,,キャンプの　料理に　使う 食材の　一種。ヴルストとは ソーセージの　種類。ボイルして食べる。,在露营营地制作料理时会使用的 一种食材。白香肠是香肠的一种。 需要先煮过之后再食用。,One of the many ingredients that can be used for cooking at your camp. These sausages should be boiled before eating.,
1145,ボブのかんづめ,饱伯罐头,bobs-food-tin,curry-ingredients,80,,キャンプの　料理に　使う 食材の　一種。ボブが　売り出した 缶詰が　なぜか　ガラルで　人気だ。,在露营营地制作料理时会使用的 一种食材。不知是什么原因， 饱伯卖的罐头在伽勒尔特别受欢迎。,One of the many ingredients that can be used for cooking at your camp. The tinned food that Bob sells is curiously popular in Galar.,
1146,バックのかんづめ,巴哈罐头,bachs-food-tin,curry-ingredients,80,,キャンプの　料理に　使う 食材の　一種。バックが　売る 缶詰が　なぜか　ガラルで　人気だ。,在露营营地制作料理时会使用的 一种食材。不知是什么原因， 巴哈卖的罐头在伽勒尔特别受欢迎。,One of the many ingredients that can be used for cooking at your camp. The tinned food that Bach sells is curiously popular in Galar.,
1147,マメかん,豆子罐头,tin-of-beans,curry-ingredients,80,,キャンプの　料理に　使う 食材の　一種。いっしょに 煮込むと　マメの　甘味が　広がる。,在露营营地制作料理时会使用的 一种食材。放进料理里一起煮， 豆子的那种香甜就会散发出来。,"One of the many ingredients that can be used for cooking at your camp. When simmered, the beans suffuse a dish with their mild flavor.",
1148,しょくパン,吐司面包,bread,curry-ingredients,10,,キャンプの　料理に　使う 食材の　一種。お皿に　残った カレーを　拭くのにも　重宝する。,在露营营地制作料理时会使用的 一种食材。同时也是用于吸干盘中 最后一滴咖喱的秘密武器。,One of the many ingredients that can be used for cooking at your camp. An indispensable tool for mopping up that extra curry left on your plate.,
1149,パスタ,通心粉,pasta,curry-ingredients,10,,キャンプの　料理に　使う 食材の　一種。小麦粉を　こねて 作った　麺。意外と　カレーに合う。,在露营营地制作料理时会使用的 一种食材。是由小麦粉揉制的面条。 搭配咖喱出乎意料地美味。,One of the many ingredients that can be used for cooking at your camp. These flour noodles make for a surprisingly good match with curry.,
1150,キノコパック,袋装蕈菇,mixed-mushrooms,curry-ingredients,10,,キャンプの　料理に　使う 食材の　一種。いろんな　キノコの 歯応えが　食感を　変えてくれる。,在露营营地制作料理时会使用的 一种食材。各种菌菇混在一起的嚼劲 会为口感带来变化。,One of the many ingredients that can be used for cooking at your camp. The chewy texture of the mushrooms transforms any dish they’re added to.,
1151,しっぽのくんせい,烟熏尾巴,smoke-poke-tail,curry-ingredients,10,,キャンプの　料理に　使う 食材の　一種。ポケモン　ヤドンの しっぽは　抜けても　すぐ　生えかわる。,在露营营地制作料理时会使用的 一种食材。宝可梦呆呆兽的尾巴 就算断掉也会很快长出新的。,"One of the many ingredients that can be used for cooking at your camp. When a Slowpoke’s tail falls off, it grows back quickly.",
1152,ふといながねぎ,粗枝大葱,large-leek,curry-ingredients,20,,キャンプの　料理に　使う 食材の　一種。ポケモン　カモネギが 好む　植物の　クキなのかは　謎。,在露营营地制作料理时会使用的 一种食材。不知是不是宝可梦 大葱鸭最爱的那种植物的茎。,One of the many ingredients that can be used for cooking at your camp. Whether this is the kind of vegetable stalk that Farfetch’d like is unknown.,
1153,とくせんリンゴ,特选苹果,fancy-apple,curry-ingredients,20,,キャンプの　料理に　使う 食材の　一種。選び抜かれた リンゴは　形もよく　光り輝く。,在露营营地制作料理时会使用的 一种食材。历经千挑万选的苹果 不仅形状饱满，表皮更是亮泽鲜艳。,One of the many ingredients that can be used for cooking at your camp. An apple chosen above others. It has spectacular form and a brilliant sheen.,
1154,かぼそいホネ,细骨,brittle-bones,curry-ingredients,30,,キャンプの　料理に　使う 食材の　一種。ホネから　ほんのり にじみだす　エキスが　旨味を　足す。,在露营营地制作料理时会使用的 一种食材。将骨头精心熬煮而得的 一丝浓缩的精华加深了料理的美味。,One of the many ingredients that can be used for cooking at your camp. The taste boiled off from the bones is sure to give a dish a light umami taste.,
1155,ポテトパック,袋装土豆,pack-of-potatoes,curry-ingredients,10,,キャンプの　料理に　使う 食材の　一種。ポテトが 辛さを　打ち消し　マイルドにする。,在露营营地制作料理时会使用的 一种食材。土豆能中和辣味， 使整道料理的滋味变得柔和。,"One of the many ingredients that can be used for cooking at your camp. Potatoes help mellow out a spicy taste, to make a dish more mild.",
1156,みずべのハーブ,水边香草,pungent-root,curry-ingredients,10,,キャンプの　料理に　使う 食材の　一種。適当に　摘んだ ハーブが　香り　彩りを　追加する。,在露营营地制作料理时会使用的 一种食材。将信手摘取的香草 点缀在上面，使料理更加色香味俱全。,"One of the many ingredients that can be used for cooking at your camp. Though carelessly picked, these herbs can add a fragrant accent to a dish.",
1157,やさいパック,袋装蔬菜,salad-mix,curry-ingredients,10,,キャンプの　料理に　使う 食材の　一種。いろんな　野菜の 詰めあわせで　健康に　よさそう。,在露营营地制作料理时会使用的 一种食材。将各种蔬菜搭配到一起， 看上去就非常有益健康。,One of the many ingredients that can be used for cooking at your camp. The assortment of vegetables looks quite appealing and healthy.,
1158,フライもりあわせ,炸物拼盘,fried-food,curry-ingredients,10,,キャンプの　料理に　使う 食材の　一種。揚げてから 時間がたつので　少し　油っこい。,在露营营地制作料理时会使用的 一种食材。炸完出锅后 放置了一段时间，所以稍稍有些油腻。,"One of the many ingredients that can be used for cooking at your camp. It’s been a while since it was fried, so it’s gotten greasy.",
1159,ゆでタマゴ,水煮蛋,boiled-egg,curry-ingredients,20,,キャンプの　料理に　使う 食材の　一種。たった　一つの ゆでタマゴが　クオリティを　あげてくれる。,在露营营地制作料理时会使用的 一种食材。只需一个水煮蛋， 整道料理的水准都能得到升华。,One of the many ingredients that can be used for cooking at your camp. Even just one boiled egg can really enhance a dish.,
1160,キャンプセット,露营组合,camping-gear,gameplay,,,ワイルドエリアや　キャンプスポットで テントを　張ったり　その中で 料理を　作ることが　できる。,可以在旷野地带 或露营营地上搭起帐篷， 在那里制作料理。,Everything you need to set up a tent and get cooking in a Wild Area or at a camping spot.,
1161,くちたけん,腐朽的剑,rusted-sword,species-specific,,,大昔の　英雄が　災厄を 討ち払ったと　伝えられる　剣　だが いまは　さびて　ボロボロに　なっている。,据说很久以前，英雄就是 拿着这把剑驱走了灾厄。 而现在早已变得锈迹斑斑。,It is said that a hero used this sword to halt a terrible disaster in ancient times. But it’s grown rusty and worn.,
1162,くちたたて,腐朽的盾,rusted-shield,species-specific,,,大昔の　英雄が　災厄を 討ち払ったと　伝えられる　盾　だが いまは　さびて　ボロボロに　なっている。,据说很久以前，英雄就是 拿着这面盾驱走了灾厄。 而现在早已变得锈迹斑斑。,It is said that a hero used this shield to halt a terrible disaster in ancient times. But it’s grown rusty and worn.,
1163,カセキのトリ,化石鸟,fossilized-bird,dex-completion,100,,大昔　空を　飛んでいた 古代　ポケモンの　カセキの一部。 どんな　姿　だったのかは　謎。,远古时代的宝可梦化石残片。 它曾翱翔于天空， 本来面目至今仍是未解之谜。,The fossil of an ancient Pokémon that once soared through the sky. What it looked like is a mystery.,
1164,カセキのサカナ,化石鱼,fossilized-fish,dex-completion,100,,大昔　海に　すんでいた 古代　ポケモンの　カセキの一部。 どんな　姿　だったのかは　謎。,远古时代的宝可梦化石残片。 它曾栖息于大海， 本来面目至今仍是未解之谜。,The fossil of an ancient Pokémon that once lived in the sea. What it looked like is a mystery.,
1165,カセキのリュウ,化石龙,fossilized-drake,dex-completion,100,,大昔　陸に　すんでいた 古代　ポケモンの　カセキの一部。 どんな　姿　だったのかは　謎。,远古时代的宝可梦化石残片。 它曾栖息于陆地， 本来面目至今仍是未解之谜。,The fossil of an ancient Pokémon that once roamed the land. What it looked like is a mystery.,
1166,カセキのクビナガ,化石海兽,fossilized-dino,dex-completion,100,,大昔　海に　すんでいた 古代　ポケモンの　カセキの一部。 どんな　姿　だったのかは　謎。,远古时代的宝可梦化石残片。 它曾栖息于大海， 本来面目至今仍是未解之谜。,The fossil of an ancient Pokémon that once lived in the sea. What it looked like is a mystery.,
1167,いちごアメざいく,草莓糖饰,strawberry-sweet,evolution,10,,いちごの　形を　した　アメ細工。 マホミルに　持たせてあげると くるくる　回って　喜ぶ。,草莓形状的工艺糖果。 让小仙奶携带的话， 会高兴地转圈圈。,"A strawberry-shaped sweet. When a Milcery holds this, it will spin around happily.",
