pokedex_id	pokeapi_id	name_en	name_zh	name_ja	is_default_form	type1	type2	ability1_name	ability2_name	hidden_ability_name	weight_kg	hp	attack	defense	sp_attack	sp_defense	speed	total_stats	description_zh	description_en	description_ja
597	597	ferroseed	种子铁球	テッシード	TRUE	grass	steel	iron-barbs			18.8	44	50	91	24	86	10	305	偏爱长着青苔的洞窟。 青苔中所含的酶能使它的 尖刺成长得又大又结实。	Mossy caves are their preferred dwellings. Enzymes contained in mosses help Ferroseed’s spikes grow big and strong.	苔むした　洞窟を　好む。 苔が　含む　酵素が　棘を 大きく　丈夫に　育むのだ。
598	598	ferrothorn	坚果哑铃	ナットレイ	TRUE	grass	steel	iron-barbs		anticipation	110	74	94	131	54	116	20	489	拥有比钢铁还坚硬的尖刺。 会利用触手上的尖刺 攀附在岩壁上移动。	Its spikes are harder than steel. This Pokémon crawls across rock walls by stabbing the spikes on its feelers into the stone.	鋼より　硬い　棘を　もつ。 触手の　棘を　突き刺し 岩壁を　這って　移動する。
599	599	klink	齿轮儿	ギアル	TRUE	steel		plus	minus	clear-body	21	40	55	70	45	60	30	300	据说在很久以前， 是看到了齿轮儿的人 发明了齿轮的构造。	It’s suspected that Klink were the inspiration behind ancient people’s invention of the first gears.	大昔に　ギアルを　見た 人間が　歯車の　構造を 思いついたと　いわれている。
600	600	klang	齿轮组	ギギアル	TRUE	steel		plus	minus	clear-body	51	60	80	95	70	85	50	440	被认为是工业技术的象征。 有许多伽勒尔当地的公司 选择它作为企业的标志。	Many companies in the Galar region choose Klang as their logo. This Pokémon is considered the symbol of industrial technology.	工業技術の　シンボルとして 多くの　ガラルの　会社で 企業ロゴに　採用　される。
601	601	klinklang	齿轮怪	ギギギアル	TRUE	steel		plus	minus	clear-body	81	60	100	115	70	85	90	520	让３个齿轮高速旋转。 新增出来的那个带着 尖刺的齿轮并不是生物。	The three gears that compose this Pokémon spin at high speed. Its new spiked gear isn’t a living creature.	３つの　ギアを　高速回転。 新たに　増えた　棘の　ついた ギアは　生き物では　ないのだ。
602	602	tynamo	麻麻小鱼	シビシラス	TRUE	electric		levitate			0.3	35	55	40	45	40	60	275		"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."	弱い　電気しか　だせないので たくさんの　シビシラスで　集まり 強力な　電気を　放つ。
603	603	eelektrik	麻麻鳗	シビビール	TRUE	electric		levitate			22	65	85	70	75	70	40	405		"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."	食欲　旺盛な　ポケモン。 獲物を　見つけると　襲いかかり 電気で　しびれさせてから　食べる。
604	604	eelektross	麻麻鳗鱼王	シビルドン	TRUE	electric		levitate			80.5	85	115	80	105	80	50	515		They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.	腕の　力で　海から　はい出し 水辺の　獲物に　襲いかかる。 一瞬で　海へ　引きずりこむ。
604	10290	eelektross-mega	麻麻鳗鱼王（超级进化）	シビルドン（メガシンカ）	FALSE	electric					180	85	145	80	135	90	80	615		They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.	腕の　力で　海から　はい出し 水辺の　獲物に　襲いかかる。 一瞬で　海へ　引きずりこむ。
605	605	elgyem	小灰怪	リグレー	TRUE	psychic		telepathy	synchronize	analytic	9	55	55	55	85	55	30	335	在大约５０年前被发现的宝可梦。 会用又大又发达的大脑 操纵精神力量。	This Pokémon was discovered about 50 years ago. Its highly developed brain enables it to exert its psychic powers.	５０年　ほど　前に　見つかった ポケモン。　大きく　発達した 脳で　サイコパワーを　操るぞ。
606	606	beheeyem	大宇怪	オーベム	TRUE	psychic		telepathy	synchronize	analytic	34.5	75	75	75	125	95	40	485	能控制对方的记忆。 经常有人看到它 在麦田的上方徘徊。	"Sometimes found drifting above wheat fields, this Pokémon can control the memories of its opponents."	相手の　記憶を　操作できる。 麦畑の　上を　さまよう 姿が　ときおり　目撃される。
607	607	litwick	烛光灵	ヒトモシ	TRUE	ghost	fire	flash-fire	flame-body	infiltrator	3.1	50	30	55	65	55	20	275	吸取到的灵魂越年轻， 头上的烛光就会 燃烧得越旺越诡异。	"The younger the life this Pokémon absorbs, the brighter and eerier the flame on its head burns."	吸い取る　命が　若ければ 若いほど　頭の　炎は 大きく　妖しく　燃え上がる。
608	608	lampent	灯火幽灵	ランプラー	TRUE	ghost	fire	flash-fire	flame-body	infiltrator	13	60	40	60	95	60	55	370	伪装成灯的样子藏身在城镇里。 一旦发现了临近死期的人， 便会悄悄地跟在后面。	"It lurks in cities, pretending to be a lamp. Once it finds someone whose death is near, it will trail quietly after them."	ランプの　ふりをして　町中に 潜む。　死期が　近い　人を 見つけると　そっと　後を　つける。
609	609	chandelure	水晶灯火灵	シャンデラ	TRUE	ghost	fire	flash-fire	flame-body	infiltrator	34.3	60	55	90	145	90	80	520	据说在用水晶灯火灵 来充当照明设备的房子里， 丧事会接连不断。	"In homes illuminated by Chandelure instead of lights, funerals were a constant occurrence— or so it’s said."	シャンデラを　灯りの　かわりに していた　屋敷では　葬式が 絶えることが　なかった　という。
609	10291	chandelure-mega	水晶灯火灵（超级进化）	シャンデラ（メガシンカ）	FALSE	ghost	fire	infiltrator			69.6	60	75	110	175	110	90	620	据说在用水晶灯火灵 来充当照明设备的房子里， 丧事会接连不断。	"In homes illuminated by Chandelure instead of lights, funerals were a constant occurrence— or so it’s said."	シャンデラを　灯りの　かわりに していた　屋敷では　葬式が 絶えることが　なかった　という。
610	610	axew	牙牙	キバゴ	TRUE	dragon		rivalry	mold-breaker	unnerve	18	46	87	60	30	40	57	320	会和伙伴们一起互撞牙齿来玩。 折断的牙齿会马上长出来， 所以丝毫都不会去在意。	"They play with each other by knocking their large tusks together. Their tusks break sometimes, but they grow back so quickly that it isn’t a concern."	大きな　キバを　打ちつけ　仲間と じゃれあう。　キバは　折れても すぐ　生えてくるから　へっちゃらだ。
611	611	fraxure	斧牙龙	オノンド	TRUE	dragon		rivalry	mold-breaker	unnerve	36	66	117	70	40	50	67	410	皮肤像盔甲一样坚硬。 非常擅长在撞击的同时 用牙齿猛刺的战法。	"Its skin is as hard as a suit of armor. Fraxure’s favorite strategy is to tackle its opponents, stabbing them with its tusks at the same time."	鎧の　ように　硬い　皮膚。 体当たりと　同時に　キバを 突き刺す　戦法が　得意　だぞ。
612	612	haxorus	双斧战龙	オノノクス	TRUE	dragon		rivalry	mold-breaker	unnerve	105.5	76	147	90	60	70	97	540	性格温和，但生起气来非常恐怖。 会用自己那引以为傲，可以 削铁如泥的牙齿攻击敌人。	"While usually kindhearted, it can be terrifying if angered. Tusks that can slice through steel beams are how Haxorus deals with its adversaries."	温厚な　性質だが　怒ると 怖い。　鉄骨をも　切り裂く 自慢の　キバを　おみまい　するぞ。
613	613	cubchoo	喷嚏熊	クマシュン	TRUE	ice		snow-cloak	slush-rush	rattled	8.5	55	70	40	60	40	40	305	使出招式前会先倒吸鼻涕。 鼻涕里所含有的强烈冷气 是冰属性招式的能量来源。	"It sniffles before performing a move, using its frosty snot to provide an icy element to any move that needs it."	技を　出す前に　鼻を　すする。 鼻水に　含まれる　強い 冷気が　氷の　技の　もとだ。
614	614	beartic	冻原熊	ツンベアー	TRUE	ice		snow-cloak	slush-rush	swift-swim	260	95	130	80	70	80	50	505	在冰冷的大海里精力十足地游泳。 感到疲劳的时候会吐出气息 冻结海水，在冰面上休息。	"It swims energetically through frigid seas. When it gets tired, it freezes the seawater with its breath so it can rest on the ice."	冷たい　海を　元気に　泳ぐ。 疲れたときは　吐息で　海水を 凍らせて　その上で　休むぞ。
615	615	cryogonal	几何雪花	フリージオ	TRUE	ice		levitate			148	80	50	50	95	135	105	515	天气一热就会化为水蒸气。 到了夏天几乎到处都 看不到它的踪影。	"When the weather gets hot, these Pokémon turn into water vapor. Cryogonal are almost never seen during summer."	暑くなると　水蒸気に　変わる。 夏場に　姿を　見ることは ほとんどない。
616	616	shelmet	小嘴蜗	チョボマキ	TRUE	bug		hydration	shell-armor	overcoat	7.7	50	40	85	40	65	25	305	有着会对电能产生反应 的奇异体质。不知为何， 和盖盖虫待在一起就会进化。	"It has a strange physiology that responds to electricity. When together with Karrablast, Shelmet evolves for some reason."	電気　エネルギーに　反応する 不思議な　体質。　カブルモと ともに　いると　なぜか　進化する。
617	617	accelgor	敏捷虫	アギルダー	TRUE	bug		hydration	sticky-hold	unburden	25.3	80	70	40	100	60	145	495	脱壳后变得更轻巧了。 为了防止干燥，会将 带状的粘膜裹在身上。	"Discarding its shell made it nimble. To keep itself from dehydrating, it wraps its body in bands of membrane."	殻を　脱ぎ捨て　身軽に　なった。 帯状の　粘膜を　体に 巻きつけ　乾燥を　防ぐ。
618	618	stunfisk	泥巴鱼	マッギョ	TRUE	ground	electric	static	limber	sand-veil	11	109	66	84	81	99	32	471	当从身上的黄色斑纹 里释放出强大电流时， 它会莫名地露出微笑。	"For some reason, this Pokémon smiles slightly when it emits a strong electric current from the yellow markings on its body."	体の　黄色い　模様から 強い　電気を　放つとき なぜか　すこし　微笑んでいる。
618	10180	stunfisk-galar	泥巴鱼（伽勒尔的样子）	マッギョ（ガラルのすがた）	FALSE	ground	steel	mimicry			20.5	109	81	99	66	84	32	471	潮间带便是它的巢穴。 制造电的器官由于 泥里的细菌而发达起来。	"Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity."	干潟が　すみか。　泥に　棲む 細菌に　よって　電気を　つくる 器官が　発達した。
619	619	mienfoo	功夫鼬	コジョフー	TRUE	fighting		inner-focus	regenerator	reckless	20	45	85	50	55	50	65	350	个头虽小脾气却很暴躁。 面对疏忽大意接近自己的 对手，会施展出华丽的连击。	"Though small, Mienfoo’s temperament is fierce. Any creature that approaches Mienfoo carelessly will be greeted with a flurry of graceful attacks."	小さくても　気性は　荒い。 油断して　近づく　相手には 華麗な　連打を　おみまいする。
620	620	mienshao	师父鼬	コジョンド	TRUE	fighting		inner-focus	regenerator	reckless	35.5	65	125	60	95	60	105	510	以迅雷不及掩耳的速度 使出踢击，即使是巨大的 岩石也能击得粉碎。	"Delivered at blinding speeds, kicks from this Pokémon can shatter massive boulders into tiny pieces."	目にも　止まらぬ　スピードで 繰りだす　蹴りは　巨大な　岩も 木っ端みじんに　砕く。
621	621	druddigon	赤面龙	クリムガン	TRUE	dragon		rough-skin	sheer-force	mold-breaker	139	77	120	90	60	90	48	485	性情凶暴而狡猾。 会把其他宝可梦挖出的巢穴 抢来当做自己的住处。	"Druddigon are vicious and cunning. They take up residence in nests dug out by other Pokémon, treating the stolen nests as their own lairs."	凶暴で　ずる賢い。 ほかの　ポケモンが　掘った 巣穴を　奪って　すみかにする。
622	622	golett	泥偶小人	ゴビット	TRUE	ground	ghost	iron-fist	klutz	no-guard	92	59	74	50	35	50	35	303	用黏土制成的宝可梦。 即使现在也一直遵循着 数千年前主人的命令。	"This Pokémon was created from clay. It received orders from its master many thousands of years ago, and it still follows those orders to this day."	粘土から　つくられた　ポケモン。 何千年も　前の　主の 命令を　今も　守っている。
623	623	golurk	泥偶巨人	ゴルーグ	TRUE	ground	ghost	iron-fist	klutz	no-guard	330	89	124	80	55	80	55	483	虽然有人认为它体内 有着生成能量的永动机， 但至今仍未得到证实。	"There’s a theory that inside Golurk is a perpetual motion machine that produces limitless energy, but this belief hasn’t been proven."	体内に　エネルギーを　生み出す 永久機関が　あると　いうが 未だに　解明は　されていない。
623	10313	golurk-mega	泥偶巨人（超级进化）	ゴルーグ（メガシンカ）	FALSE	ground	ghost	unseen-fist			330	89	159	105	70	105	55	583	虽然有人认为它体内 有着生成能量的永动机， 但至今仍未得到证实。	"There’s a theory that inside Golurk is a perpetual motion machine that produces limitless energy, but this belief hasn’t been proven."	体内に　エネルギーを　生み出す 永久機関が　あると　いうが 未だに　解明は　されていない。
624	624	pawniard	驹刀小兵	コマタナ	TRUE	dark	steel	defiant	inner-focus	pressure	10.2	45	85	70	40	40	60	340	以劈斩司令为首领组成族群。 目标是有朝一日能统领同类， 所以每天都在不懈地锻炼。	"A pack of these Pokémon forms to serve a Bisharp boss. Each Pawniard trains diligently, dreaming of one day taking the lead."	キリキザンを　ボスとした　群れを つくる。　群れを　率いる　ことを 夢見て　日々　鍛錬を　積む。
625	625	bisharp	劈斩司令	キリキザン	TRUE	dark	steel	defiant	inner-focus	pressure	70	65	125	100	60	70	70	490	为了抢占能找到磨刀石 的地方，和斧牙龙展开了 激烈的斗争。	Violent conflicts erupt between Bisharp and Fraxure over places where sharpening stones can be found.	刃を　研ぐ　石が　ある 場所を　めぐって　オノンドと 激しい　争いを　繰りひろげる。
626	626	bouffalant	爆炸头水牛	バッフロン	TRUE	normal		reckless	sap-sipper	soundproof	94.6	95	110	95	40	95	55	490	会以约２０只的规模群居。 不知为何，背叛了族群的 爆炸头水牛脑袋上的毛会脱落。	These Pokémon live in herds of about 20 individuals. Bouffalant that betray the herd will lose the hair on their heads for some reason.	２０匹程度の　群れで　暮らす。 群れを　裏切った　バッフロンは なぜか　頭の　毛が　抜ける。
627	627	rufflet	毛头小鹰	ワシボン	TRUE	normal	flying	keen-eye	sheer-force	hustle	10.5	70	83	50	37	50	60	350	握力强，能把坚硬的树果 弄得粉碎。性急爱吵架， 无论对谁都会挑起战斗。	"Its chick-like looks belie its hotheadedness. It challenges its parents at every opportunity, desperate to prove its strength."	硬い　木の実も　粉々に　砕く 握力。　喧嘩っ早く 誰にでも　勝負を　仕掛ける。
628	628	braviary	勇士雄鹰	ウォーグル	TRUE	normal	flying	keen-eye	sheer-force	defiant	41	100	123	75	57	75	80	510	性格粗暴、血气方刚， 因此被钢铠鸦夺走了 伽勒尔运送员的地位。	"Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water's surface."	血の気が　多く　荒っぽいので ガラルの　運び屋の　座は アーマーガアに　奪われた。
628	10240	braviary-hisui	勇士雄鹰（洗翠的样子）	ウォーグル（ヒスイのすがた）	FALSE	psychic	flying	keen-eye	sheer-force	tinted-lens	43.4	110	83	70	112	70	65	510	性格粗暴、血气方刚， 因此被钢铠鸦夺走了 伽勒尔运送员的地位。	"Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water's surface."	血の気が　多く　荒っぽいので ガラルの　運び屋の　座は アーマーガアに　奪われた。
629	629	vullaby	秃鹰丫头	バルチャイ	TRUE	dark	flying	big-pecks	overcoat	weak-armor	9	70	55	75	45	65	60	370	由于很快就会长大， 屁股上的骸骨会接着传给 巢里更小的秃鹰丫头用。	Vullaby grow quickly. Bones that have gotten too small for older Vullaby to wear often get passed down to younger ones in the nest.	すぐに　大きく　育つので お尻の　骸骨は　巣の　中で お下がりとして　使いまわされる。
630	630	mandibuzz	秃鹰娜	バルジーナ	TRUE	dark	flying	big-pecks	overcoat	weak-armor	39.5	110	65	105	55	95	80	510	把捡来的骨头装饰在身上。 在骨头形状这方面 似乎也是有流行趋势的。	"They adorn themselves with bones. There seem to be fashion trends among them, as different bones come into and fall out of popularity."	拾った　骨で　身を　飾る。 まとう　骨の　形には 流行が　あるらしい。
631	631	heatmor	熔蚁兽	クイタラン	TRUE	fire		gluttony	flash-fire	white-smoke	58	85	97	66	105	66	65	484	将火焰当成舌头来使用。 会一点一点地熔化铁蚁 坚硬的外骨骼，然后把它吃掉。	"A flame serves as its tongue, melting through the hard shell of Durant so that Heatmor can devour their insides."	炎を　ベロの　ように　使う。 アイアントの　硬い　外骨格を じわじわと　溶かし　いただくのだ。
632	632	durant	铁蚁	アイアント	TRUE	bug	steel	swarm	hustle	truant	33	58	109	112	48	48	109	484	巨大的颚部能咬碎岩石。 为了不让沙螺蟒把蛋抢走， 会和其他同类一起并肩战斗。	"With their large mandibles, these Pokémon can crunch their way through rock. They work together to protect their eggs from Sandaconda."	大きな顎は　岩石をも　かみ砕く。 サダイジャから　タマゴを 守るため　群れで　戦う。
633	633	deino	单首龙	モノズ	TRUE	dark	dragon	hustle			17.3	52	65	50	45	50	38	300	因为眼睛看不见， 所以会又撞又咬， 来判断四周的状况。	"Because it can’t see, this Pokémon is constantly biting at everything it touches, trying to keep track of its surroundings."	目が　見えないので　手あたりしだい 噛みついて　自分の　まわりの 状況を　把握　している。
634	634	zweilous	双首暴龙	ジヘッド	TRUE	dark	dragon	hustle			50	72	85	70	65	70	58	420	２个头会争抢同一个食物。 明明没有去和别人战斗， 却总是遍体鳞伤。	Their two heads will fight each other over a single piece of food. Zweilous are covered in scars even without battling others.	１つの　エサを　２つの　頭で 奪い合う。　誰とも　戦って いないのに　いつも　傷だらけ。
635	635	hydreigon	三首恶龙	サザンドラ	TRUE	dark	dragon	levitate			160	92	105	90	125	90	98	600	３个头会轮流去咬敌人。 在对方倒下之前， 绝对不会停止攻击。	The three heads take turns sinking their teeth into the opponent. Their attacks won’t slow until their target goes down.	３つの　頭で　代わるがわる 噛みつく。　相手が　倒れるまで 攻撃の　手を　休めない。
636	636	larvesta	燃烧虫	メラルバ	TRUE	bug	fire	flame-body		swarm	28.8	55	85	55	50	55	60	360	全身都相当温暖。 会从角的尖端喷出火焰， 借此威吓天敌或猎物。	Larvesta’s body is warm all over. It spouts fire from the tips of its horns to intimidate predators and scare prey.	全身が　かなり　温かい。 ツノの先から　炎を　出し 天敵や　獲物を　威嚇する。
637	637	volcarona	火神蛾	ウルガモス	TRUE	bug	fire	flame-body		swarm	46	85	60	65	135	105	100	550	从熊熊燃烧的火焰之茧中 诞生。在古代的壁画上 被描绘为火之神。	This Pokémon emerges from a cocoon formed of raging flames. Ancient murals depict Volcarona as a deity of fire.	燃えさかる　炎の　繭から 生まれる。　古代の　壁画に 炎の神として　描かれている。
638	638	cobalion	勾帕路翁	コバルオン	TRUE	steel	fighting	justified			250	91	90	129	90	72	108	580	生来就具有领导风范。 即使是性格狂暴的宝可梦， 在勾帕路翁面前也会变得温顺。	"From the moment it’s born, this Pokémon radiates the air of a leader. Its presence will calm even vicious foes."	生まれながら　リーダーの　風格を 身につける。　狂暴な　相手も コバルオンの　前では　おとなしい。
639	639	terrakion	代拉基翁	テラキオン	TRUE	rock	fighting	justified			260	91	129	90	72	90	108	580	代拉基翁为保护宝可梦 而与人类作战的传说 在合众地区广为流传。	"In Unovan legend, Terrakion battled against humans in an effort to protect other Pokémon."	ポケモンを　守るため　人間に 戦いを　挑んだ　伝説が イッシュ地方に　残されている。
640	640	virizion	毕力吉翁	ビリジオン	TRUE	grass	fighting	justified			200	91	90	72	90	129	108	580	以敏捷的身手像旋风一般将敌人 玩弄于股掌之中，会用锋利的角 毫不留情地切斩对手。	"It darts around opponents with a flurry of quick movements, slicing them up with its horns."	素早い　身のこなしで　つむじ風の ように　敵を　翻弄し　鋭い ツノで　容赦なく　切り刻む。
641	641	tornadus-incarnate	龙卷云（化身形态）	トルネロス（けしんフォルム）	TRUE	flying		prankster		defiant	63	79	115	70	125	80	111	580		This storm-stirring Pokémon is said to cause the seasons to turn by whipping up the air. I suspect its humanlike form to be a false one.	トルネロスの　尻尾から　噴き出した エネルギーが　大嵐を　起こす。 民家を　吹き飛ばす　パワー。
641	10019	tornadus-therian	龙卷云（灵兽形态）	トルネロス（れいじゅうフォルム）	FALSE	flying		regenerator			63	79	100	80	110	90	121	580		This storm-stirring Pokémon is said to cause the seasons to turn by whipping up the air. I suspect its humanlike form to be a false one.	トルネロスの　尻尾から　噴き出した エネルギーが　大嵐を　起こす。 民家を　吹き飛ばす　パワー。
642	642	thundurus-incarnate	雷电云（化身形态）	ボルトロス（けしんフォルム）	TRUE	electric	flying	prankster		defiant	61	79	115	70	125	80	111	580		"They say this wielder of electricity has waged war with its nemesis, Tornadus, since time immemorial. The lightning bolts it hurls pierce the very earth and enrich the soil."	大空を　飛び回りながら あちこちに　雷を　落として 山火事を　起こすので　嫌われる。
642	10020	thundurus-therian	雷电云（灵兽形态）	ボルトロス（れいじゅうフォルム）	FALSE	electric	flying	volt-absorb			61	79	105	70	145	80	101	580		"They say this wielder of electricity has waged war with its nemesis, Tornadus, since time immemorial. The lightning bolts it hurls pierce the very earth and enrich the soil."	大空を　飛び回りながら あちこちに　雷を　落として 山火事を　起こすので　嫌われる。
643	643	reshiram	莱希拉姆	レシラム	TRUE	dragon	fire	turboblaze			330	100	120	100	150	120	90	680	在神话的叙述里，如果人类 蔑视真实、放纵欲望，它就会 用火焰烧尽他们的王国。	"According to myth, if people ignore truth and let themselves become consumed by greed, Reshiram will arrive to burn their kingdoms down."	人が　真実を　蔑ろにして 欲に　まみれると　炎で　国を 焼きつくすと　神話に　描かれた。
644	644	zekrom	捷克罗姆	ゼクロム	TRUE	dragon	electric	teravolt			345	100	150	120	120	100	90	680	在神话的描述里，如果人类 失去了正义之心，它就会用 狂暴的雷电毁灭他们的王国。	"Mythology tells us that if people lose the righteousness in their hearts, their kingdoms will be razed by Zekrom’s lightning."	人が　正しい　心を　なくすと 激しい　雷を　落とし　国を 亡ぼすと　神話に　描かれた。
645	645	landorus-incarnate	土地云（化身形态）	ランドロス（けしんフォルム）	TRUE	ground	flying	sand-force		sheer-force	68	89	125	90	115	80	101	600		"When the incarnations of wind and of lightning clash, Landorus arrives to quell the conflict. After the tempests and thunderbolts abate, the land is sure to be blessed with bountiful harvests."	風や　雷を　取りこみ　変えた エネルギーが　土に　栄養を 与えて　大地を　豊かに　する。
645	10021	landorus-therian	土地云（灵兽形态）	ランドロス（れいじゅうフォルム）	FALSE	ground	flying	intimidate			68	89	145	90	105	80	91	600		"When the incarnations of wind and of lightning clash, Landorus arrives to quell the conflict. After the tempests and thunderbolts abate, the land is sure to be blessed with bountiful harvests."	風や　雷を　取りこみ　変えた エネルギーが　土に　栄養を 与えて　大地を　豊かに　する。
646	646	kyurem	酋雷姆	キュレム	TRUE	dragon	ice	pressure			325	125	130	90	130	90	95	660	为了稳定细胞组织， 它似乎用自己制造出 的冷气冰冻着身体。	It appears that this Pokémon uses its powers over ice to freeze its own body in order to stabilize its cellular structure.	細胞組織を　安定させるため 自分で　発生させた　冷気で 体を　凍りつかせているらしい。
646	10022	kyurem-black	酋雷姆（暗黑）	キュレム（ブラック）	FALSE	dragon	ice	teravolt			325	125	170	100	120	90	95	700	为了稳定细胞组织， 它似乎用自己制造出 的冷气冰冻着身体。	It appears that this Pokémon uses its powers over ice to freeze its own body in order to stabilize its cellular structure.	細胞組織を　安定させるため 自分で　発生させた　冷気で 体を　凍りつかせているらしい。
646	10023	kyurem-white	酋雷姆（焰白）	キュレム（ホワイト）	FALSE	dragon	ice	turboblaze			325	125	120	90	170	100	95	700	为了稳定细胞组织， 它似乎用自己制造出 的冷气冰冻着身体。	It appears that this Pokémon uses its powers over ice to freeze its own body in order to stabilize its cellular structure.	細胞組織を　安定させるため 自分で　発生させた　冷気で 体を　凍りつかせているらしい。
647	647	keldeo-ordinary	凯路迪欧（通常的样子）	ケルディオ（いつものすがた）	TRUE	water	fighting	justified			48.5	91	72	90	129	90	108	580	据说当它挺过了艰难的战斗， 额头上的角就能得到锻炼， 从而激发出自己真正的力量。	They say that Keldeo must survive harsh battles and fully develop the horn on its forehead before this Pokémon’s true power will awaken.	厳しい　戦いを　潜りぬけて 額の　ツノが　鍛えられると 真の　力が　目覚めるという。
647	10024	keldeo-resolute	凯路迪欧（觉悟的样子）	ケルディオ（かくごのすがた）	FALSE	water	fighting	justified			48.5	91	72	90	129	90	108	580	据说当它挺过了艰难的战斗， 额头上的角就能得到锻炼， 从而激发出自己真正的力量。	They say that Keldeo must survive harsh battles and fully develop the horn on its forehead before this Pokémon’s true power will awaken.	厳しい　戦いを　潜りぬけて 額の　ツノが　鍛えられると 真の　力が　目覚めるという。
648	648	meloetta-aria	美洛耶塔（歌声形态）	メロエッタ（ボイスフォルム）	TRUE	normal	psychic	serene-grace			6.5	100	77	77	128	128	90	600		Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.	特殊な　発声法で　歌う　メロディは 聞いた者の　感情を 自在に　操る。
648	10018	meloetta-pirouette	美洛耶塔（舞步形态）	メロエッタ（ステップフォルム）	FALSE	normal	fighting	serene-grace			6.5	100	128	90	77	77	128	600		Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.	特殊な　発声法で　歌う　メロディは 聞いた者の　感情を 自在に　操る。
649	649	genesect	盖诺赛克特	ゲノセクト	TRUE	bug	steel	download			82.5	71	120	95	120	95	99	600		This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.	３億年前に　いた　ポケモン。 プラズマ団に　改造　され 背中に　砲台を　つけられた。
650	650	chespin	哈力栗	ハリマロン	TRUE	grass		overgrow		bulletproof	9	56	61	65	48	45	38	313		Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.	頭と　背中を　硬い　樹木の　殻で 覆われているため　トラックが ぶつかってきても　平気なのだ。
651	651	quilladin	胖胖哈力	ハリボーグ	TRUE	grass		overgrow		bulletproof	29	61	78	95	56	58	57	405		They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.	仲間同士で　体を　ぶつけ合い 足腰を　鍛える。 自分からは　戦わない　優しい　性格。
652	652	chesnaught	布里卡隆	ブリガロン	TRUE	grass	fighting	overgrow		bulletproof	90	88	107	122	74	75	64	530		"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast."	顔の　前で　こぶしを　合わせて 防御の　ポーズを　とると 爆弾の　直撃も　耐える。
652	10292	chesnaught-mega	布里卡隆（超级进化）	ブリガロン（メガシンカ）	FALSE	grass	fighting	bulletproof			90	88	137	172	74	115	44	630		"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast."	顔の　前で　こぶしを　合わせて 防御の　ポーズを　とると 爆弾の　直撃も　耐える。
653	653	fennekin	火狐狸	フォッコ	TRUE	fire		blaze		magician	9.4	40	45	40	62	60	60	307		"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears."	小枝を　持ち歩き　おやつがわりに ポリポリ　食べる。耳から　熱気を 噴き出して　相手を　威嚇する。
654	654	braixen	长尾火狐	テールナー	TRUE	fire		blaze		magician	14.5	59	59	58	90	70	73	409		"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies."	木の枝を　尻尾から　引き抜くとき 摩擦で　着火。枝の　炎を　振って 仲間に　合図を　送る。
655	655	delphox	妖火红狐	マフォクシー	TRUE	fire	psychic	blaze		magician	39	75	69	72	114	100	104	534		"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame."	摂氏３０００度の　炎の　渦を 超能力で　操る。 敵を　渦で　包み　焼きつくす。
655	10293	delphox-mega	妖火红狐（超级进化）	マフォクシー（メガシンカ）	FALSE	fire	psychic	levitate			39	75	69	72	159	125	134	634		"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame."	摂氏３０００度の　炎の　渦を 超能力で　操る。 敵を　渦で　包み　焼きつくす。
656	656	froakie	呱呱泡蛙	ケロマツ	TRUE	water		torrent		protean	7	41	56	40	62	44	71	314		"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings."	繊細な　泡で　体を　包み 肌を　守る。のんきに　見せかけて 抜け目なく　周囲を　うかがう。
657	657	frogadier	呱头蛙	ゲコガシラ	TRUE	water		torrent		protean	10.9	54	63	52	83	56	97	405		"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time."	身軽さは　だれにも　負けない。 ６００メートルを　超える　タワーの 天辺まで　１分で　登りきる。
